X,CH1,CH2,
-1.76536e-01,2.40e-02,2.20e+00,
-1.76463e-01,2.40e-02,2.20e+00,
-1.76390e-01,2.40e-02,2.20e+00,
-1.76316e-01,2.40e-02,2.20e+00,
-1.76243e-01,2.40e-02,2.22e+00,
-1.76170e-01,2.40e-02,2.20e+00,
-1.76097e-01,2.40e-02,2.20e+00,
-1.76023e-01,1.60e-02,2.22e+00,
-1.75950e-01,2.40e-02,2.20e+00,
-1.75877e-01,2.40e-02,2.22e+00,
-1.75804e-01,2.40e-02,2.22e+00,
-1.75730e-01,2.40e-02,2.22e+00,
-1.75657e-01,1.60e-02,2.20e+00,
-1.75584e-01,2.40e-02,2.20e+00,
-1.75511e-01,2.40e-02,2.20e+00,
-1.75438e-01,1.60e-02,2.22e+00,
-1.75364e-01,4.00e-02,2.22e+00,
-1.75291e-01,2.40e-02,2.20e+00,
-1.75218e-01,1.60e-02,2.22e+00,
-1.75145e-01,1.60e-02,2.22e+00,
-1.75071e-01,1.60e-02,2.20e+00,
-1.74998e-01,1.60e-02,2.20e+00,
-1.74925e-01,1.60e-02,2.22e+00,
-1.74852e-01,2.40e-02,2.22e+00,
-1.74778e-01,1.60e-02,2.22e+00,
-1.74705e-01,8.00e-03,2.20e+00,
-1.74632e-01,8.00e-03,2.22e+00,
-1.74559e-01,1.60e-02,2.22e+00,
-1.74485e-01,8.00e-03,2.22e+00,
-1.74412e-01,1.60e-02,2.22e+00,
-1.74339e-01,1.60e-02,2.22e+00,
-1.74266e-01,1.60e-02,2.22e+00,
-1.74192e-01,1.60e-02,2.22e+00,
-1.74119e-01,1.60e-02,2.22e+00,
-1.74046e-01,1.60e-02,2.22e+00,
-1.73973e-01,8.00e-03,2.22e+00,
-1.73899e-01,1.60e-02,2.22e+00,
-1.73826e-01,0.00e+00,2.22e+00,
-1.73753e-01,1.60e-02,2.22e+00,
-1.73680e-01,8.00e-03,2.22e+00,
-1.73606e-01,1.60e-02,2.22e+00,
-1.73533e-01,1.60e-02,2.20e+00,
-1.73460e-01,1.60e-02,2.22e+00,
-1.73387e-01,1.60e-02,2.22e+00,
-1.73313e-01,1.60e-02,2.22e+00,
-1.73240e-01,8.00e-03,2.22e+00,
-1.73167e-01,1.60e-02,2.22e+00,
-1.73094e-01,1.60e-02,2.22e+00,
-1.73021e-01,1.60e-02,2.22e+00,
-1.72947e-01,1.60e-02,2.22e+00,
-1.72874e-01,1.60e-02,2.22e+00,
-1.72801e-01,1.60e-02,2.22e+00,
-1.72728e-01,1.60e-02,2.22e+00,
-1.72654e-01,1.60e-02,2.22e+00,
-1.72581e-01,2.40e-02,2.22e+00,
-1.72508e-01,1.60e-02,2.22e+00,
-1.72435e-01,1.60e-02,2.22e+00,
-1.72361e-01,1.60e-02,2.22e+00,
-1.72288e-01,1.60e-02,2.22e+00,
-1.72215e-01,1.60e-02,2.22e+00,
-1.72142e-01,1.60e-02,2.22e+00,
-1.72068e-01,1.60e-02,2.22e+00,
-1.71995e-01,1.60e-02,2.22e+00,
-1.71922e-01,2.40e-02,2.22e+00,
-1.71849e-01,2.40e-02,2.22e+00,
-1.71775e-01,3.20e-02,2.22e+00,
-1.71702e-01,2.40e-02,2.22e+00,
-1.71629e-01,2.40e-02,2.22e+00,
-1.71556e-01,2.40e-02,2.22e+00,
-1.71482e-01,2.40e-02,2.22e+00,
-1.71409e-01,2.40e-02,2.22e+00,
-1.71336e-01,1.60e-02,2.22e+00,
-1.71263e-01,2.40e-02,2.22e+00,
-1.71189e-01,2.40e-02,2.22e+00,
-1.71116e-01,2.40e-02,2.22e+00,
-1.71043e-01,2.40e-02,2.22e+00,
-1.70970e-01,2.40e-02,2.22e+00,
-1.70896e-01,2.40e-02,2.22e+00,
-1.70823e-01,1.60e-02,2.22e+00,
-1.70750e-01,2.40e-02,2.22e+00,
-1.70677e-01,1.60e-02,2.22e+00,
-1.70604e-01,1.60e-02,2.22e+00,
-1.70530e-01,2.40e-02,2.22e+00,
-1.70457e-01,1.60e-02,2.22e+00,
-1.70384e-01,2.40e-02,2.22e+00,
-1.70311e-01,1.60e-02,2.22e+00,
-1.70237e-01,2.40e-02,2.22e+00,
-1.70164e-01,2.40e-02,2.22e+00,
-1.70091e-01,2.40e-02,2.22e+00,
-1.70018e-01,2.40e-02,2.22e+00,
-1.69944e-01,3.20e-02,2.22e+00,
-1.69871e-01,3.20e-02,2.22e+00,
-1.69798e-01,3.20e-02,2.22e+00,
-1.69725e-01,3.20e-02,2.22e+00,
-1.69651e-01,3.20e-02,2.22e+00,
-1.69578e-01,3.20e-02,2.22e+00,
-1.69505e-01,2.40e-02,2.22e+00,
-1.69432e-01,3.20e-02,2.22e+00,
-1.69358e-01,2.40e-02,2.22e+00,
-1.69285e-01,2.40e-02,2.22e+00,
-1.69212e-01,2.40e-02,2.22e+00,
-1.69139e-01,2.40e-02,2.22e+00,
-1.69065e-01,3.20e-02,2.22e+00,
-1.68992e-01,2.40e-02,2.22e+00,
-1.68919e-01,1.60e-02,2.22e+00,
-1.68846e-01,3.20e-02,2.22e+00,
-1.68772e-01,3.20e-02,2.24e+00,
-1.68699e-01,3.20e-02,2.22e+00,
-1.68626e-01,4.00e-02,2.22e+00,
-1.68553e-01,4.80e-02,2.22e+00,
-1.68479e-01,3.20e-02,2.22e+00,
-1.68406e-01,3.20e-02,2.22e+00,
-1.68333e-01,2.40e-02,2.22e+00,
-1.68260e-01,2.40e-02,2.22e+00,
-1.68187e-01,3.20e-02,2.22e+00,
-1.68113e-01,3.20e-02,2.22e+00,
-1.68040e-01,3.20e-02,2.22e+00,
-1.67967e-01,4.80e-02,2.22e+00,
-1.67894e-01,3.20e-02,2.22e+00,
-1.67820e-01,3.20e-02,2.22e+00,
-1.67747e-01,3.20e-02,2.24e+00,
-1.67674e-01,2.40e-02,2.22e+00,
-1.67601e-01,3.20e-02,2.22e+00,
-1.67527e-01,4.00e-02,2.22e+00,
-1.67454e-01,3.20e-02,2.22e+00,
-1.67381e-01,3.20e-02,2.22e+00,
-1.67308e-01,2.40e-02,2.22e+00,
-1.67234e-01,2.40e-02,2.22e+00,
-1.67161e-01,2.40e-02,2.22e+00,
-1.67088e-01,2.40e-02,2.22e+00,
-1.67015e-01,3.20e-02,2.22e+00,
-1.66941e-01,3.20e-02,2.22e+00,
-1.66868e-01,3.20e-02,2.22e+00,
-1.66795e-01,2.40e-02,2.22e+00,
-1.66722e-01,2.40e-02,2.22e+00,
-1.66648e-01,3.20e-02,2.22e+00,
-1.66575e-01,1.60e-02,2.22e+00,
-1.66502e-01,2.40e-02,2.22e+00,
-1.66429e-01,3.20e-02,2.22e+00,
-1.66355e-01,2.40e-02,2.22e+00,
-1.66282e-01,2.40e-02,2.24e+00,
-1.66209e-01,2.40e-02,2.22e+00,
-1.66136e-01,2.40e-02,2.22e+00,
-1.66063e-01,2.40e-02,2.22e+00,
-1.65989e-01,2.40e-02,2.24e+00,
-1.65916e-01,2.40e-02,2.24e+00,
-1.65843e-01,2.40e-02,2.24e+00,
-1.65770e-01,2.40e-02,2.24e+00,
-1.65696e-01,2.40e-02,2.22e+00,
-1.65623e-01,2.40e-02,2.24e+00,
-1.65550e-01,2.40e-02,2.24e+00,
-1.65477e-01,2.40e-02,2.24e+00,
-1.65403e-01,2.40e-02,2.22e+00,
-1.65330e-01,2.40e-02,2.24e+00,
-1.65257e-01,2.40e-02,2.22e+00,
-1.65184e-01,2.40e-02,2.22e+00,
-1.65110e-01,2.40e-02,2.24e+00,
-1.65037e-01,1.60e-02,2.24e+00,
-1.64964e-01,2.40e-02,2.22e+00,
-1.64891e-01,2.40e-02,2.24e+00,
-1.64817e-01,2.40e-02,2.24e+00,
-1.64744e-01,1.60e-02,2.24e+00,
-1.64671e-01,2.40e-02,2.24e+00,
-1.64598e-01,2.40e-02,2.22e+00,
-1.64524e-01,1.60e-02,2.22e+00,
-1.64451e-01,1.60e-02,2.24e+00,
-1.64378e-01,1.60e-02,2.24e+00,
-1.64305e-01,1.60e-02,2.24e+00,
-1.64231e-01,1.60e-02,2.24e+00,
-1.64158e-01,1.60e-02,2.24e+00,
-1.64085e-01,1.60e-02,2.24e+00,
-1.64012e-01,1.60e-02,2.22e+00,
-1.63938e-01,1.60e-02,2.24e+00,
-1.63865e-01,1.60e-02,2.24e+00,
-1.63792e-01,1.60e-02,2.24e+00,
-1.63719e-01,1.60e-02,2.22e+00,
-1.63646e-01,1.60e-02,2.24e+00,
-1.63572e-01,8.00e-03,2.24e+00,
-1.63499e-01,1.60e-02,2.24e+00,
-1.63426e-01,1.60e-02,2.24e+00,
-1.63353e-01,8.00e-03,2.24e+00,
-1.63279e-01,8.00e-03,2.24e+00,
-1.63206e-01,1.60e-02,2.24e+00,
-1.63133e-01,1.60e-02,2.24e+00,
-1.63060e-01,8.00e-03,2.24e+00,
-1.62986e-01,1.60e-02,2.22e+00,
-1.62913e-01,1.60e-02,2.24e+00,
-1.62840e-01,1.60e-02,2.24e+00,
-1.62767e-01,2.40e-02,2.24e+00,
-1.62693e-01,2.40e-02,2.24e+00,
-1.62620e-01,3.20e-02,2.24e+00,
-1.62547e-01,2.40e-02,2.24e+00,
-1.62474e-01,2.40e-02,2.24e+00,
-1.62400e-01,1.60e-02,2.22e+00,
-1.62327e-01,4.00e-02,2.24e+00,
-1.62254e-01,1.60e-02,2.24e+00,
-1.62181e-01,1.60e-02,2.22e+00,
-1.62107e-01,1.60e-02,2.22e+00,
-1.62034e-01,2.40e-02,2.26e+00,
-1.61961e-01,1.60e-02,2.24e+00,
-1.61888e-01,2.40e-02,2.24e+00,
-1.61814e-01,2.40e-02,2.24e+00,
-1.61741e-01,2.40e-02,2.24e+00,
-1.61668e-01,2.40e-02,2.26e+00,
-1.61595e-01,1.60e-02,2.24e+00,
-1.61521e-01,1.60e-02,2.24e+00,
-1.61448e-01,2.40e-02,2.24e+00,
-1.61375e-01,2.40e-02,2.24e+00,
-1.61302e-01,2.40e-02,2.26e+00,
-1.61229e-01,3.20e-02,2.24e+00,
-1.61155e-01,2.40e-02,2.24e+00,
-1.61082e-01,3.20e-02,2.24e+00,
-1.61009e-01,2.40e-02,2.24e+00,
-1.60936e-01,3.20e-02,2.24e+00,
-1.60862e-01,3.20e-02,2.24e+00,
-1.60789e-01,3.20e-02,2.24e+00,
-1.60716e-01,2.40e-02,2.24e+00,
-1.60643e-01,2.40e-02,2.24e+00,
-1.60569e-01,3.20e-02,2.24e+00,
-1.60496e-01,2.40e-02,2.24e+00,
-1.60423e-01,2.40e-02,2.24e+00,
-1.60350e-01,3.20e-02,2.24e+00,
-1.60276e-01,3.20e-02,2.24e+00,
-1.60203e-01,3.20e-02,2.26e+00,
-1.60130e-01,3.20e-02,2.24e+00,
-1.60057e-01,3.20e-02,2.24e+00,
-1.59983e-01,2.40e-02,2.24e+00,
-1.59910e-01,4.00e-02,2.24e+00,
-1.59837e-01,3.20e-02,2.24e+00,
-1.59764e-01,4.00e-02,2.24e+00,
-1.59690e-01,3.20e-02,2.22e+00,
-1.59617e-01,3.20e-02,2.24e+00,
-1.59544e-01,3.20e-02,2.24e+00,
-1.59471e-01,3.20e-02,2.26e+00,
-1.59397e-01,3.20e-02,2.22e+00,
-1.59324e-01,3.20e-02,2.24e+00,
-1.59251e-01,4.00e-02,2.24e+00,
-1.59178e-01,4.00e-02,2.26e+00,
-1.59104e-01,4.00e-02,2.24e+00,
-1.59031e-01,3.20e-02,2.24e+00,
-1.58958e-01,4.00e-02,2.26e+00,
-1.58885e-01,3.20e-02,2.26e+00,
-1.58812e-01,3.20e-02,2.26e+00,
-1.58738e-01,3.20e-02,2.24e+00,
-1.58665e-01,3.20e-02,2.26e+00,
-1.58592e-01,4.00e-02,2.24e+00,
-1.58519e-01,2.40e-02,2.26e+00,
-1.58445e-01,3.20e-02,2.24e+00,
-1.58372e-01,3.20e-02,2.24e+00,
-1.58299e-01,3.20e-02,2.26e+00,
-1.58226e-01,3.20e-02,2.24e+00,
-1.58152e-01,3.20e-02,2.24e+00,
-1.58079e-01,3.20e-02,2.24e+00,
-1.58006e-01,3.20e-02,2.24e+00,
-1.57933e-01,3.20e-02,2.24e+00,
-1.57859e-01,5.60e-02,2.24e+00,
-1.57786e-01,3.20e-02,2.24e+00,
-1.57713e-01,4.80e-02,2.24e+00,
-1.57640e-01,3.20e-02,2.26e+00,
-1.57566e-01,2.40e-02,2.24e+00,
-1.57493e-01,1.60e-02,2.26e+00,
-1.57420e-01,3.20e-02,2.26e+00,
-1.57347e-01,3.20e-02,2.26e+00,
-1.57273e-01,4.00e-02,2.24e+00,
-1.57200e-01,3.20e-02,2.26e+00,
-1.57127e-01,2.40e-02,2.24e+00,
-1.57054e-01,1.60e-02,2.26e+00,
-1.56980e-01,2.40e-02,2.24e+00,
-1.56907e-01,2.40e-02,2.26e+00,
-1.56834e-01,2.40e-02,2.24e+00,
-1.56761e-01,3.20e-02,2.24e+00,
-1.56688e-01,3.20e-02,2.26e+00,
-1.56614e-01,2.40e-02,2.26e+00,
-1.56541e-01,1.60e-02,2.24e+00,
-1.56468e-01,2.40e-02,2.26e+00,
-1.56395e-01,2.40e-02,2.24e+00,
-1.56321e-01,2.40e-02,2.26e+00,
-1.56248e-01,2.40e-02,2.26e+00,
-1.56175e-01,1.60e-02,2.24e+00,
-1.56102e-01,1.60e-02,2.26e+00,
-1.56028e-01,2.40e-02,2.26e+00,
-1.55955e-01,2.40e-02,2.26e+00,
-1.55882e-01,1.60e-02,2.26e+00,
-1.55809e-01,1.60e-02,2.24e+00,
-1.55735e-01,1.60e-02,2.26e+00,
-1.55662e-01,2.40e-02,2.26e+00,
-1.55589e-01,1.60e-02,2.26e+00,
-1.55516e-01,1.60e-02,2.24e+00,
-1.55442e-01,1.60e-02,2.26e+00,
-1.55369e-01,1.60e-02,2.26e+00,
-1.55296e-01,1.60e-02,2.26e+00,
-1.55223e-01,1.60e-02,2.24e+00,
-1.55149e-01,1.60e-02,2.26e+00,
-1.55076e-01,2.40e-02,2.26e+00,
-1.55003e-01,1.60e-02,2.26e+00,
-1.54930e-01,8.00e-03,2.26e+00,
-1.54856e-01,8.00e-03,2.24e+00,
-1.54783e-01,1.60e-02,2.26e+00,
-1.54710e-01,8.00e-03,2.26e+00,
-1.54637e-01,8.00e-03,2.26e+00,
-1.54563e-01,1.60e-02,2.24e+00,
-1.54490e-01,8.00e-03,2.26e+00,
-1.54417e-01,8.00e-03,2.26e+00,
-1.54344e-01,8.00e-03,2.26e+00,
-1.54271e-01,8.00e-03,2.26e+00,
-1.54197e-01,0.00e+00,2.26e+00,
-1.54124e-01,8.00e-03,2.26e+00,
-1.54051e-01,8.00e-03,2.26e+00,
-1.53978e-01,8.00e-03,2.26e+00,
-1.53904e-01,8.00e-03,2.26e+00,
-1.53831e-01,8.00e-03,2.26e+00,
-1.53758e-01,8.00e-03,2.26e+00,
-1.53685e-01,8.00e-03,2.26e+00,
-1.53611e-01,1.60e-02,2.26e+00,
-1.53538e-01,8.00e-03,2.26e+00,
-1.53465e-01,8.00e-03,2.26e+00,
-1.53392e-01,8.00e-03,2.26e+00,
-1.53318e-01,1.60e-02,2.26e+00,
-1.53245e-01,8.00e-03,2.26e+00,
-1.53172e-01,1.60e-02,2.26e+00,
-1.53099e-01,1.60e-02,2.26e+00,
-1.53025e-01,2.40e-02,2.26e+00,
-1.52952e-01,1.60e-02,2.26e+00,
-1.52879e-01,1.60e-02,2.26e+00,
-1.52806e-01,8.00e-03,2.26e+00,
-1.52732e-01,1.60e-02,2.26e+00,
-1.52659e-01,1.60e-02,2.26e+00,
-1.52586e-01,1.60e-02,2.26e+00,
-1.52513e-01,1.60e-02,2.26e+00,
-1.52439e-01,1.60e-02,2.26e+00,
-1.52366e-01,1.60e-02,2.26e+00,
-1.52293e-01,1.60e-02,2.26e+00,
-1.52220e-01,1.60e-02,2.26e+00,
-1.52146e-01,1.60e-02,2.26e+00,
-1.52073e-01,8.00e-03,2.26e+00,
-1.52000e-01,2.40e-02,2.26e+00,
-1.51927e-01,2.40e-02,2.26e+00,
-1.51854e-01,2.40e-02,2.26e+00,
-1.51780e-01,1.60e-02,2.26e+00,
-1.51707e-01,2.40e-02,2.26e+00,
-1.51634e-01,1.60e-02,2.26e+00,
-1.51561e-01,2.40e-02,2.26e+00,
-1.51487e-01,1.60e-02,2.26e+00,
-1.51414e-01,1.60e-02,2.26e+00,
-1.51341e-01,2.40e-02,2.26e+00,
-1.51268e-01,1.60e-02,2.26e+00,
-1.51194e-01,2.40e-02,2.26e+00,
-1.51121e-01,2.40e-02,2.26e+00,
-1.51048e-01,1.60e-02,2.26e+00,
-1.50975e-01,2.40e-02,2.26e+00,
-1.50901e-01,1.60e-02,2.26e+00,
-1.50828e-01,2.40e-02,2.26e+00,
-1.50755e-01,2.40e-02,2.26e+00,
-1.50682e-01,2.40e-02,2.26e+00,
-1.50608e-01,2.40e-02,2.26e+00,
-1.50535e-01,2.40e-02,2.26e+00,
-1.50462e-01,2.40e-02,2.26e+00,
-1.50389e-01,2.40e-02,2.26e+00,
-1.50315e-01,2.40e-02,2.26e+00,
-1.50242e-01,2.40e-02,2.26e+00,
-1.50169e-01,2.40e-02,2.26e+00,
-1.50096e-01,3.20e-02,2.26e+00,
-1.50022e-01,3.20e-02,2.28e+00,
-1.49949e-01,3.20e-02,2.28e+00,
-1.49876e-01,2.40e-02,2.26e+00,
-1.49803e-01,2.40e-02,2.26e+00,
-1.49729e-01,2.40e-02,2.26e+00,
-1.49656e-01,2.40e-02,2.26e+00,
-1.49583e-01,3.20e-02,2.26e+00,
-1.49510e-01,2.40e-02,2.26e+00,
-1.49437e-01,2.40e-02,2.26e+00,
-1.49363e-01,2.40e-02,2.26e+00,
-1.49290e-01,3.20e-02,2.26e+00,
-1.49217e-01,3.20e-02,2.26e+00,
-1.49144e-01,2.40e-02,2.26e+00,
-1.49070e-01,1.60e-02,2.26e+00,
-1.48997e-01,2.40e-02,2.26e+00,
-1.48924e-01,3.20e-02,2.26e+00,
-1.48851e-01,2.40e-02,2.26e+00,
-1.48777e-01,2.40e-02,2.26e+00,
-1.48704e-01,3.20e-02,2.26e+00,
-1.48631e-01,4.00e-02,2.26e+00,
-1.48558e-01,4.00e-02,2.26e+00,
-1.48484e-01,4.00e-02,2.26e+00,
-1.48411e-01,3.20e-02,2.26e+00,
-1.48338e-01,3.20e-02,2.26e+00,
-1.48265e-01,2.40e-02,2.26e+00,
-1.48191e-01,3.20e-02,2.26e+00,
-1.48118e-01,2.40e-02,2.28e+00,
-1.48045e-01,3.20e-02,2.26e+00,
-1.47972e-01,4.00e-02,2.26e+00,
-1.47898e-01,3.20e-02,2.26e+00,
-1.47825e-01,4.00e-02,2.26e+00,
-1.47752e-01,2.40e-02,2.26e+00,
-1.47679e-01,3.20e-02,2.26e+00,
-1.47605e-01,3.20e-02,2.26e+00,
-1.47532e-01,4.00e-02,2.28e+00,
-1.47459e-01,2.40e-02,2.26e+00,
-1.47386e-01,3.20e-02,2.26e+00,
-1.47312e-01,2.40e-02,2.26e+00,
-1.47239e-01,3.20e-02,2.28e+00,
-1.47166e-01,3.20e-02,2.26e+00,
-1.47093e-01,4.00e-02,2.26e+00,
-1.47020e-01,3.20e-02,2.28e+00,
-1.46946e-01,3.20e-02,2.28e+00,
-1.46873e-01,3.20e-02,2.28e+00,
-1.46800e-01,3.20e-02,2.26e+00,
-1.46727e-01,3.20e-02,2.26e+00,
-1.46653e-01,3.20e-02,2.26e+00,
-1.46580e-01,3.20e-02,2.26e+00,
-1.46507e-01,3.20e-02,2.26e+00,
-1.46434e-01,2.40e-02,2.26e+00,
-1.46360e-01,2.40e-02,2.26e+00,
-1.46287e-01,2.40e-02,2.26e+00,
-1.46214e-01,2.40e-02,2.26e+00,
-1.46141e-01,2.40e-02,2.26e+00,
-1.46067e-01,2.40e-02,2.26e+00,
-1.45994e-01,2.40e-02,2.26e+00,
-1.45921e-01,2.40e-02,2.26e+00,
-1.45848e-01,2.40e-02,2.26e+00,
-1.45774e-01,2.40e-02,2.26e+00,
-1.45701e-01,2.40e-02,2.28e+00,
-1.45628e-01,2.40e-02,2.28e+00,
-1.45555e-01,1.60e-02,2.26e+00,
-1.45481e-01,2.40e-02,2.26e+00,
-1.45408e-01,2.40e-02,2.26e+00,
-1.45335e-01,2.40e-02,2.26e+00,
-1.45262e-01,2.40e-02,2.26e+00,
-1.45188e-01,2.40e-02,2.28e+00,
-1.45115e-01,2.40e-02,2.28e+00,
-1.45042e-01,2.40e-02,2.26e+00,
-1.44969e-01,2.40e-02,2.28e+00,
-1.44896e-01,2.40e-02,2.26e+00,
-1.44822e-01,1.60e-02,2.26e+00,
-1.44749e-01,2.40e-02,2.26e+00,
-1.44676e-01,1.60e-02,2.26e+00,
-1.44603e-01,1.60e-02,2.26e+00,
-1.44529e-01,1.60e-02,2.28e+00,
-1.44456e-01,2.40e-02,2.26e+00,
-1.44383e-01,1.60e-02,2.28e+00,
-1.44310e-01,1.60e-02,2.26e+00,
-1.44236e-01,1.60e-02,2.26e+00,
-1.44163e-01,8.00e-03,2.28e+00,
-1.44090e-01,1.60e-02,2.26e+00,
-1.44017e-01,1.60e-02,2.26e+00,
-1.43943e-01,1.60e-02,2.28e+00,
-1.43870e-01,1.60e-02,2.28e+00,
-1.43797e-01,1.60e-02,2.26e+00,
-1.43724e-01,1.60e-02,2.28e+00,
-1.43650e-01,1.60e-02,2.26e+00,
-1.43577e-01,8.00e-03,2.30e+00,
-1.43504e-01,1.60e-02,2.26e+00,
-1.43431e-01,1.60e-02,2.26e+00,
-1.43357e-01,1.60e-02,2.28e+00,
-1.43284e-01,1.60e-02,2.28e+00,
-1.43211e-01,1.60e-02,2.26e+00,
-1.43138e-01,1.60e-02,2.26e+00,
-1.43064e-01,2.40e-02,2.28e+00,
-1.42991e-01,1.60e-02,2.26e+00,
-1.42918e-01,1.60e-02,2.26e+00,
-1.42845e-01,3.20e-02,2.30e+00,
-1.42771e-01,1.60e-02,2.28e+00,
-1.42698e-01,2.40e-02,2.28e+00,
-1.42625e-01,2.40e-02,2.28e+00,
-1.42552e-01,2.40e-02,2.30e+00,
-1.42479e-01,1.60e-02,2.28e+00,
-1.42405e-01,1.60e-02,2.28e+00,
-1.42332e-01,1.60e-02,2.28e+00,
-1.42259e-01,2.40e-02,2.28e+00,
-1.42186e-01,1.60e-02,2.28e+00,
-1.42112e-01,2.40e-02,2.26e+00,
-1.42039e-01,1.60e-02,2.28e+00,
-1.41966e-01,2.40e-02,2.28e+00,
-1.41893e-01,1.60e-02,2.26e+00,
-1.41819e-01,1.60e-02,2.26e+00,
-1.41746e-01,2.40e-02,2.28e+00,
-1.41673e-01,2.40e-02,2.28e+00,
-1.41600e-01,1.60e-02,2.28e+00,
-1.41526e-01,2.40e-02,2.28e+00,
-1.41453e-01,2.40e-02,2.28e+00,
-1.41380e-01,3.20e-02,2.26e+00,
-1.41307e-01,2.40e-02,2.30e+00,
-1.41233e-01,3.20e-02,2.28e+00,
-1.41160e-01,2.40e-02,2.28e+00,
-1.41087e-01,3.20e-02,2.30e+00,
-1.41014e-01,3.20e-02,2.28e+00,
-1.40940e-01,2.40e-02,2.28e+00,
-1.40867e-01,2.40e-02,2.28e+00,
-1.40794e-01,2.40e-02,2.28e+00,
-1.40721e-01,1.60e-02,2.26e+00,
-1.40647e-01,2.40e-02,2.28e+00,
-1.40574e-01,2.40e-02,2.30e+00,
-1.40501e-01,2.40e-02,2.30e+00,
-1.40428e-01,2.40e-02,2.30e+00,
-1.40354e-01,2.40e-02,2.28e+00,
-1.40281e-01,3.20e-02,2.28e+00,
-1.40208e-01,2.40e-02,2.28e+00,
-1.40135e-01,2.40e-02,2.28e+00,
-1.40062e-01,2.40e-02,2.28e+00,
-1.39988e-01,2.40e-02,2.28e+00,
-1.39915e-01,3.20e-02,2.28e+00,
-1.39842e-01,3.20e-02,2.28e+00,
-1.39769e-01,1.60e-02,2.28e+00,
-1.39695e-01,2.40e-02,2.28e+00,
-1.39622e-01,2.40e-02,2.28e+00,
-1.39549e-01,2.40e-02,2.28e+00,
-1.39476e-01,3.20e-02,2.30e+00,
-1.39402e-01,4.00e-02,2.28e+00,
-1.39329e-01,2.40e-02,2.28e+00,
-1.39256e-01,2.40e-02,2.30e+00,
-1.39183e-01,2.40e-02,2.28e+00,
-1.39109e-01,2.40e-02,2.30e+00,
-1.39036e-01,3.20e-02,2.28e+00,
-1.38963e-01,3.20e-02,2.28e+00,
-1.38890e-01,3.20e-02,2.30e+00,
-1.38816e-01,1.60e-02,2.28e+00,
-1.38743e-01,3.20e-02,2.28e+00,
-1.38670e-01,2.40e-02,2.28e+00,
-1.38597e-01,3.20e-02,2.30e+00,
-1.38523e-01,3.20e-02,2.30e+00,
-1.38450e-01,3.20e-02,2.28e+00,
-1.38377e-01,4.80e-02,2.30e+00,
-1.38304e-01,3.20e-02,2.28e+00,
-1.38230e-01,2.40e-02,2.30e+00,
-1.38157e-01,2.40e-02,2.28e+00,
-1.38084e-01,3.20e-02,2.28e+00,
-1.38011e-01,2.40e-02,2.28e+00,
-1.37937e-01,3.20e-02,2.30e+00,
-1.37864e-01,4.00e-02,2.30e+00,
-1.37791e-01,4.00e-02,2.30e+00,
-1.37718e-01,2.40e-02,2.28e+00,
-1.37645e-01,3.20e-02,2.28e+00,
-1.37571e-01,4.00e-02,2.26e+00,
-1.37498e-01,3.20e-02,2.28e+00,
-1.37425e-01,3.20e-02,2.30e+00,
-1.37352e-01,3.20e-02,2.30e+00,
-1.37278e-01,3.20e-02,2.30e+00,
-1.37205e-01,3.20e-02,2.30e+00,
-1.37132e-01,2.40e-02,2.30e+00,
-1.37059e-01,2.40e-02,2.30e+00,
-1.36985e-01,2.40e-02,2.30e+00,
-1.36912e-01,2.40e-02,2.30e+00,
-1.36839e-01,3.20e-02,2.30e+00,
-1.36766e-01,2.40e-02,2.28e+00,
-1.36692e-01,2.40e-02,2.30e+00,
-1.36619e-01,2.40e-02,2.30e+00,
-1.36546e-01,2.40e-02,2.30e+00,
-1.36473e-01,2.40e-02,2.30e+00,
-1.36399e-01,2.40e-02,2.30e+00,
-1.36326e-01,2.40e-02,2.30e+00,
-1.36253e-01,1.60e-02,2.28e+00,
-1.36180e-01,2.40e-02,2.30e+00,
-1.36106e-01,2.40e-02,2.30e+00,
-1.36033e-01,2.40e-02,2.30e+00,
-1.35960e-01,2.40e-02,2.30e+00,
-1.35887e-01,2.40e-02,2.30e+00,
-1.35813e-01,2.40e-02,2.30e+00,
-1.35740e-01,1.60e-02,2.30e+00,
-1.35667e-01,1.60e-02,2.30e+00,
-1.35594e-01,1.60e-02,2.30e+00,
-1.35521e-01,1.60e-02,2.30e+00,
-1.35447e-01,1.60e-02,2.30e+00,
-1.35374e-01,1.60e-02,2.30e+00,
-1.35301e-01,1.60e-02,2.30e+00,
-1.35228e-01,8.00e-03,2.30e+00,
-1.35154e-01,1.60e-02,2.30e+00,
-1.35081e-01,1.60e-02,2.30e+00,
-1.35008e-01,1.60e-02,2.30e+00,
-1.34935e-01,1.60e-02,2.30e+00,
-1.34861e-01,1.60e-02,2.30e+00,
-1.34788e-01,1.60e-02,2.30e+00,
-1.34715e-01,1.60e-02,2.30e+00,
-1.34642e-01,8.00e-03,2.30e+00,
-1.34568e-01,8.00e-03,2.30e+00,
-1.34495e-01,8.00e-03,2.30e+00,
-1.34422e-01,8.00e-03,2.30e+00,
-1.34349e-01,8.00e-03,2.30e+00,
-1.34275e-01,0.00e+00,2.30e+00,
-1.34202e-01,8.00e-03,2.30e+00,
-1.34129e-01,1.60e-02,2.30e+00,
-1.34056e-01,1.60e-02,2.30e+00,
-1.33982e-01,8.00e-03,2.30e+00,
