X,CH1,CH2,
-2.90354e-01,3.20e-02,2.46e+00,
-2.90281e-01,3.20e-02,2.48e+00,
-2.90208e-01,4.00e-02,2.48e+00,
-2.90135e-01,3.20e-02,2.46e+00,
-2.90062e-01,3.20e-02,2.46e+00,
-2.89988e-01,3.20e-02,2.46e+00,
-2.89915e-01,3.20e-02,2.46e+00,
-2.89842e-01,2.40e-02,2.46e+00,
-2.89769e-01,3.20e-02,2.46e+00,
-2.89695e-01,3.20e-02,2.46e+00,
-2.89622e-01,3.20e-02,2.46e+00,
-2.89549e-01,3.20e-02,2.46e+00,
-2.89476e-01,3.20e-02,2.46e+00,
-2.89402e-01,2.40e-02,2.46e+00,
-2.89329e-01,3.20e-02,2.46e+00,
-2.89256e-01,3.20e-02,2.46e+00,
-2.89183e-01,4.00e-02,2.46e+00,
-2.89109e-01,2.40e-02,2.46e+00,
-2.89036e-01,2.40e-02,2.46e+00,
-2.88963e-01,3.20e-02,2.46e+00,
-2.88890e-01,2.40e-02,2.48e+00,
-2.88816e-01,3.20e-02,2.48e+00,
-2.88743e-01,2.40e-02,2.46e+00,
-2.88670e-01,3.20e-02,2.46e+00,
-2.88597e-01,4.00e-02,2.48e+00,
-2.88523e-01,4.00e-02,2.48e+00,
-2.88450e-01,5.60e-02,2.46e+00,
-2.88377e-01,4.00e-02,2.48e+00,
-2.88304e-01,3.20e-02,2.48e+00,
-2.88230e-01,4.00e-02,2.46e+00,
-2.88157e-01,4.00e-02,2.48e+00,
-2.88084e-01,3.20e-02,2.46e+00,
-2.88011e-01,4.00e-02,2.46e+00,
-2.87938e-01,5.60e-02,2.46e+00,
-2.87864e-01,8.80e-02,2.46e+00,
-2.87791e-01,4.00e-02,2.48e+00,
-2.87718e-01,3.20e-02,2.46e+00,
-2.87645e-01,3.20e-02,2.48e+00,
-2.87571e-01,4.00e-02,2.46e+00,
-2.87498e-01,4.00e-02,2.48e+00,
-2.87425e-01,4.00e-02,2.48e+00,
-2.87352e-01,4.00e-02,2.48e+00,
-2.87278e-01,3.20e-02,2.46e+00,
-2.87205e-01,3.20e-02,2.48e+00,
-2.87132e-01,3.20e-02,2.48e+00,
-2.87059e-01,3.20e-02,2.48e+00,
-2.86985e-01,4.00e-02,2.46e+00,
-2.86912e-01,4.00e-02,2.48e+00,
-2.86839e-01,3.20e-02,2.48e+00,
-2.86766e-01,3.20e-02,2.46e+00,
-2.86692e-01,3.20e-02,2.48e+00,
-2.86619e-01,4.00e-02,2.48e+00,
-2.86546e-01,4.00e-02,2.46e+00,
-2.86473e-01,4.00e-02,2.46e+00,
-2.86399e-01,3.20e-02,2.48e+00,
-2.86326e-01,3.20e-02,2.46e+00,
-2.86253e-01,4.00e-02,2.48e+00,
-2.86180e-01,4.00e-02,2.46e+00,
-2.86106e-01,3.20e-02,2.48e+00,
-2.86033e-01,3.20e-02,2.48e+00,
-2.85960e-01,3.20e-02,2.48e+00,
-2.85887e-01,3.20e-02,2.48e+00,
-2.85813e-01,3.20e-02,2.46e+00,
-2.85740e-01,3.20e-02,2.48e+00,
-2.85667e-01,3.20e-02,2.48e+00,
-2.85594e-01,3.20e-02,2.48e+00,
-2.85521e-01,3.20e-02,2.46e+00,
-2.85447e-01,3.20e-02,2.48e+00,
-2.85374e-01,2.40e-02,2.46e+00,
-2.85301e-01,2.40e-02,2.48e+00,
-2.85228e-01,3.20e-02,2.48e+00,
-2.85154e-01,3.20e-02,2.48e+00,
-2.85081e-01,3.20e-02,2.46e+00,
-2.85008e-01,2.40e-02,2.48e+00,
-2.84935e-01,3.20e-02,2.46e+00,
-2.84861e-01,2.40e-02,2.46e+00,
-2.84788e-01,3.20e-02,2.48e+00,
-2.84715e-01,2.40e-02,2.48e+00,
-2.84642e-01,2.40e-02,2.46e+00,
-2.84568e-01,2.40e-02,2.48e+00,
-2.84495e-01,3.20e-02,2.48e+00,
-2.84422e-01,2.40e-02,2.48e+00,
-2.84349e-01,2.40e-02,2.48e+00,
-2.84275e-01,2.40e-02,2.48e+00,
-2.84202e-01,1.60e-02,2.48e+00,
-2.84129e-01,2.40e-02,2.48e+00,
-2.84056e-01,2.40e-02,2.48e+00,
-2.83982e-01,2.40e-02,2.48e+00,
-2.83909e-01,2.40e-02,2.48e+00,
-2.83836e-01,2.40e-02,2.48e+00,
-2.83763e-01,2.40e-02,2.48e+00,
-2.83689e-01,2.40e-02,2.48e+00,
-2.83616e-01,2.40e-02,2.46e+00,
-2.83543e-01,3.20e-02,2.48e+00,
-2.83470e-01,4.00e-02,2.48e+00,
-2.83396e-01,3.20e-02,2.48e+00,
-2.83323e-01,2.40e-02,2.46e+00,
-2.83250e-01,2.40e-02,2.48e+00,
-2.83177e-01,2.40e-02,2.46e+00,
-2.83104e-01,3.20e-02,2.48e+00,
-2.83030e-01,2.40e-02,2.48e+00,
-2.82957e-01,2.40e-02,2.48e+00,
-2.82884e-01,2.40e-02,2.48e+00,
-2.82811e-01,2.40e-02,2.48e+00,
-2.82737e-01,3.20e-02,2.48e+00,
-2.82664e-01,2.40e-02,2.48e+00,
-2.82591e-01,1.60e-02,2.50e+00,
-2.82518e-01,3.20e-02,2.48e+00,
-2.82444e-01,4.00e-02,2.48e+00,
-2.82371e-01,3.20e-02,2.48e+00,
-2.82298e-01,3.20e-02,2.50e+00,
-2.82225e-01,3.20e-02,2.48e+00,
-2.82151e-01,4.00e-02,2.48e+00,
-2.82078e-01,3.20e-02,2.48e+00,
-2.82005e-01,3.20e-02,2.50e+00,
-2.81932e-01,3.20e-02,2.48e+00,
-2.81858e-01,3.20e-02,2.48e+00,
-2.81785e-01,3.20e-02,2.48e+00,
-2.81712e-01,3.20e-02,2.48e+00,
-2.81639e-01,2.40e-02,2.48e+00,
-2.81565e-01,4.00e-02,2.48e+00,
-2.81492e-01,3.20e-02,2.48e+00,
-2.81419e-01,3.20e-02,2.48e+00,
-2.81346e-01,3.20e-02,2.48e+00,
-2.81272e-01,3.20e-02,2.48e+00,
-2.81199e-01,3.20e-02,2.48e+00,
-2.81126e-01,3.20e-02,2.48e+00,
-2.81053e-01,4.00e-02,2.48e+00,
-2.80979e-01,3.20e-02,2.50e+00,
-2.80906e-01,4.00e-02,2.48e+00,
-2.80833e-01,4.80e-02,2.48e+00,
-2.80760e-01,4.00e-02,2.48e+00,
-2.80687e-01,4.00e-02,2.48e+00,
-2.80613e-01,5.60e-02,2.48e+00,
-2.80540e-01,4.00e-02,2.48e+00,
-2.80467e-01,4.80e-02,2.48e+00,
-2.80394e-01,4.00e-02,2.48e+00,
-2.80320e-01,4.80e-02,2.48e+00,
-2.80247e-01,4.00e-02,2.48e+00,
-2.80174e-01,7.20e-02,2.50e+00,
-2.80101e-01,8.00e-02,2.50e+00,
-2.80027e-01,5.60e-02,2.48e+00,
-2.79954e-01,7.20e-02,2.48e+00,
-2.79881e-01,5.60e-02,2.48e+00,
-2.79808e-01,4.80e-02,2.48e+00,
-2.79734e-01,5.60e-02,2.50e+00,
-2.79661e-01,8.00e-02,2.48e+00,
-2.79588e-01,4.80e-02,2.48e+00,
-2.79515e-01,7.20e-02,2.48e+00,
-2.79441e-01,5.60e-02,2.50e+00,
-2.79368e-01,4.00e-02,2.48e+00,
-2.79295e-01,5.60e-02,2.48e+00,
-2.79222e-01,4.80e-02,2.50e+00,
-2.79148e-01,4.80e-02,2.50e+00,
-2.79075e-01,7.20e-02,2.48e+00,
-2.79002e-01,4.80e-02,2.50e+00,
-2.78929e-01,4.00e-02,2.50e+00,
-2.78855e-01,5.60e-02,2.50e+00,
-2.78782e-01,8.00e-02,2.48e+00,
-2.78709e-01,5.60e-02,2.50e+00,
-2.78636e-01,5.60e-02,2.48e+00,
-2.78563e-01,3.20e-02,2.48e+00,
-2.78489e-01,5.60e-02,2.50e+00,
-2.78416e-01,4.00e-02,2.50e+00,
-2.78343e-01,4.00e-02,2.50e+00,
-2.78270e-01,4.00e-02,2.50e+00,
-2.78196e-01,4.00e-02,2.50e+00,
-2.78123e-01,8.00e-02,2.50e+00,
-2.78050e-01,4.80e-02,2.48e+00,
-2.77977e-01,3.20e-02,2.50e+00,
-2.77903e-01,4.80e-02,2.50e+00,
-2.77830e-01,5.60e-02,2.50e+00,
-2.77757e-01,4.80e-02,2.50e+00,
-2.77684e-01,4.80e-02,2.48e+00,
-2.77610e-01,5.60e-02,2.48e+00,
-2.77537e-01,4.80e-02,2.50e+00,
-2.77464e-01,4.00e-02,2.48e+00,
-2.77391e-01,4.00e-02,2.50e+00,
-2.77317e-01,4.80e-02,2.50e+00,
-2.77244e-01,5.60e-02,2.50e+00,
-2.77171e-01,5.60e-02,2.50e+00,
-2.77098e-01,4.80e-02,2.50e+00,
-2.77024e-01,4.00e-02,2.48e+00,
-2.76951e-01,4.00e-02,2.50e+00,
-2.76878e-01,4.00e-02,2.50e+00,
-2.76805e-01,4.00e-02,2.50e+00,
-2.76731e-01,4.00e-02,2.50e+00,
-2.76658e-01,4.00e-02,2.50e+00,
-2.76585e-01,4.80e-02,2.50e+00,
-2.76512e-01,4.80e-02,2.50e+00,
-2.76438e-01,4.00e-02,2.50e+00,
-2.76365e-01,4.00e-02,2.50e+00,
-2.76292e-01,4.80e-02,2.50e+00,
-2.76219e-01,4.00e-02,2.50e+00,
-2.76146e-01,4.00e-02,2.48e+00,
-2.76072e-01,4.00e-02,2.50e+00,
-2.75999e-01,4.80e-02,2.50e+00,
-2.75926e-01,4.00e-02,2.50e+00,
-2.75853e-01,4.00e-02,2.50e+00,
-2.75779e-01,4.00e-02,2.50e+00,
-2.75706e-01,4.00e-02,2.50e+00,
-2.75633e-01,4.00e-02,2.50e+00,
-2.75560e-01,4.00e-02,2.50e+00,
-2.75486e-01,3.20e-02,2.50e+00,
-2.75413e-01,4.00e-02,2.48e+00,
-2.75340e-01,3.20e-02,2.50e+00,
-2.75267e-01,4.00e-02,2.50e+00,
-2.75193e-01,3.20e-02,2.50e+00,
-2.75120e-01,3.20e-02,2.50e+00,
-2.75047e-01,3.20e-02,2.50e+00,
-2.74974e-01,3.20e-02,2.50e+00,
-2.74900e-01,4.00e-02,2.50e+00,
-2.74827e-01,4.00e-02,2.50e+00,
-2.74754e-01,3.20e-02,2.50e+00,
-2.74681e-01,4.00e-02,2.50e+00,
-2.74607e-01,2.40e-02,2.50e+00,
-2.74534e-01,3.20e-02,2.50e+00,
-2.74461e-01,3.20e-02,2.50e+00,
-2.74388e-01,1.60e-02,2.50e+00,
-2.74314e-01,3.20e-02,2.50e+00,
-2.74241e-01,2.40e-02,2.50e+00,
-2.74168e-01,2.40e-02,2.50e+00,
-2.74095e-01,3.20e-02,2.50e+00,
-2.74021e-01,2.40e-02,2.50e+00,
-2.73948e-01,2.40e-02,2.50e+00,
-2.73875e-01,3.20e-02,2.50e+00,
-2.73802e-01,2.40e-02,2.50e+00,
-2.73729e-01,4.00e-02,2.50e+00,
-2.73655e-01,4.00e-02,2.50e+00,
-2.73582e-01,3.20e-02,2.50e+00,
-2.73509e-01,3.20e-02,2.50e+00,
-2.73436e-01,3.20e-02,2.50e+00,
-2.73362e-01,3.20e-02,2.50e+00,
-2.73289e-01,3.20e-02,2.50e+00,
-2.73216e-01,3.20e-02,2.50e+00,
-2.73143e-01,3.20e-02,2.50e+00,
-2.73069e-01,3.20e-02,2.50e+00,
-2.72996e-01,4.00e-02,2.50e+00,
-2.72923e-01,3.20e-02,2.50e+00,
-2.72850e-01,4.00e-02,2.50e+00,
-2.72776e-01,3.20e-02,2.50e+00,
-2.72703e-01,4.00e-02,2.50e+00,
-2.72630e-01,4.80e-02,2.50e+00,
-2.72557e-01,3.20e-02,2.50e+00,
-2.72483e-01,3.20e-02,2.50e+00,
-2.72410e-01,4.00e-02,2.50e+00,
-2.72337e-01,4.80e-02,2.50e+00,
-2.72264e-01,4.00e-02,2.50e+00,
-2.72190e-01,3.20e-02,2.50e+00,
-2.72117e-01,4.00e-02,2.50e+00,
-2.72044e-01,4.80e-02,2.50e+00,
-2.71971e-01,4.00e-02,2.50e+00,
-2.71897e-01,4.00e-02,2.50e+00,
-2.71824e-01,5.60e-02,2.50e+00,
-2.71751e-01,4.00e-02,2.50e+00,
-2.71678e-01,4.80e-02,2.50e+00,
-2.71604e-01,4.80e-02,2.50e+00,
-2.71531e-01,5.60e-02,2.50e+00,
-2.71458e-01,5.60e-02,2.50e+00,
-2.71385e-01,5.60e-02,2.50e+00,
-2.71312e-01,4.00e-02,2.50e+00,
-2.71238e-01,4.80e-02,2.50e+00,
-2.71165e-01,4.80e-02,2.50e+00,
-2.71092e-01,4.80e-02,2.50e+00,
-2.71019e-01,4.80e-02,2.50e+00,
-2.70945e-01,5.60e-02,2.50e+00,
-2.70872e-01,4.80e-02,2.50e+00,
-2.70799e-01,4.80e-02,2.50e+00,
-2.70726e-01,7.20e-02,2.50e+00,
-2.70652e-01,4.00e-02,2.50e+00,
-2.70579e-01,4.80e-02,2.50e+00,
-2.70506e-01,4.80e-02,2.50e+00,
-2.70433e-01,4.80e-02,2.50e+00,
-2.70359e-01,4.80e-02,2.50e+00,
-2.70286e-01,3.20e-02,2.50e+00,
-2.70213e-01,4.80e-02,2.50e+00,
-2.70140e-01,4.80e-02,2.50e+00,
-2.70066e-01,4.80e-02,2.50e+00,
-2.69993e-01,4.00e-02,2.50e+00,
-2.69920e-01,5.60e-02,2.50e+00,
-2.69847e-01,5.60e-02,2.50e+00,
-2.69773e-01,4.80e-02,2.50e+00,
-2.69700e-01,3.20e-02,2.50e+00,
-2.69627e-01,3.20e-02,2.50e+00,
-2.69554e-01,4.00e-02,2.50e+00,
-2.69480e-01,7.20e-02,2.50e+00,
-2.69407e-01,4.80e-02,2.50e+00,
-2.69334e-01,4.00e-02,2.50e+00,
-2.69261e-01,4.80e-02,2.50e+00,
-2.69188e-01,4.80e-02,2.50e+00,
-2.69114e-01,4.00e-02,2.50e+00,
-2.69041e-01,4.00e-02,2.52e+00,
-2.68968e-01,4.00e-02,2.50e+00,
-2.68895e-01,7.20e-02,2.50e+00,
-2.68821e-01,8.80e-02,2.50e+00,
-2.68748e-01,8.80e-02,2.50e+00,
-2.68675e-01,9.60e-02,2.50e+00,
-2.68602e-01,1.20e-01,2.50e+00,
-2.68528e-01,8.00e-02,2.50e+00,
-2.68455e-01,5.60e-02,2.50e+00,
-2.68382e-01,4.80e-02,2.50e+00,
-2.68309e-01,7.20e-02,2.52e+00,
-2.68235e-01,4.80e-02,2.50e+00,
-2.68162e-01,4.00e-02,2.50e+00,
-2.68089e-01,4.80e-02,2.50e+00,
-2.68016e-01,1.36e-01,2.50e+00,
-2.67942e-01,1.04e-01,2.50e+00,
-2.67869e-01,7.20e-02,2.50e+00,
-2.67796e-01,4.80e-02,2.50e+00,
-2.67723e-01,8.00e-02,2.50e+00,
-2.67649e-01,1.04e-01,2.50e+00,
-2.67576e-01,4.80e-02,2.50e+00,
-2.67503e-01,4.00e-02,2.50e+00,
-2.67430e-01,7.20e-02,2.50e+00,
-2.67356e-01,7.20e-02,2.50e+00,
-2.67283e-01,4.00e-02,2.50e+00,
-2.67210e-01,4.00e-02,2.50e+00,
-2.67137e-01,7.20e-02,2.50e+00,
-2.67063e-01,9.60e-02,2.50e+00,
-2.66990e-01,4.80e-02,2.50e+00,
-2.66917e-01,4.80e-02,2.50e+00,
-2.66844e-01,5.60e-02,2.50e+00,
-2.66771e-01,9.60e-02,2.50e+00,
-2.66697e-01,7.20e-02,2.50e+00,
-2.66624e-01,4.80e-02,2.50e+00,
-2.66551e-01,5.60e-02,2.50e+00,
-2.66478e-01,8.80e-02,2.52e+00,
-2.66404e-01,8.00e-02,2.50e+00,
-2.66331e-01,5.60e-02,2.50e+00,
-2.66258e-01,7.20e-02,2.50e+00,
-2.66185e-01,7.20e-02,2.50e+00,
-2.66111e-01,7.20e-02,2.50e+00,
-2.66038e-01,7.20e-02,2.50e+00,
-2.65965e-01,7.20e-02,2.50e+00,
-2.65892e-01,5.60e-02,2.50e+00,
-2.65818e-01,7.20e-02,2.50e+00,
-2.65745e-01,7.20e-02,2.52e+00,
-2.65672e-01,8.00e-02,2.50e+00,
-2.65599e-01,7.20e-02,2.50e+00,
-2.65525e-01,7.20e-02,2.52e+00,
-2.65452e-01,5.60e-02,2.50e+00,
-2.65379e-01,5.60e-02,2.50e+00,
-2.65306e-01,5.60e-02,2.52e+00,
-2.65232e-01,7.20e-02,2.50e+00,
-2.65159e-01,5.60e-02,2.50e+00,
-2.65086e-01,4.80e-02,2.52e+00,
-2.65013e-01,7.20e-02,2.50e+00,
-2.64939e-01,5.60e-02,2.52e+00,
-2.64866e-01,5.60e-02,2.50e+00,
-2.64793e-01,5.60e-02,2.50e+00,
-2.64720e-01,5.60e-02,2.50e+00,
-2.64646e-01,5.60e-02,2.50e+00,
-2.64573e-01,5.60e-02,2.52e+00,
-2.64500e-01,5.60e-02,2.50e+00,
-2.64427e-01,4.80e-02,2.50e+00,
-2.64354e-01,4.80e-02,2.50e+00,
-2.64280e-01,4.80e-02,2.52e+00,
-2.64207e-01,4.80e-02,2.52e+00,
-2.64134e-01,4.80e-02,2.52e+00,
-2.64061e-01,4.80e-02,2.50e+00,
-2.63987e-01,5.60e-02,2.50e+00,
-2.63914e-01,5.60e-02,2.52e+00,
-2.63841e-01,5.60e-02,2.52e+00,
-2.63768e-01,8.00e-02,2.52e+00,
-2.63694e-01,4.00e-02,2.52e+00,
-2.63621e-01,4.80e-02,2.52e+00,
-2.63548e-01,5.60e-02,2.50e+00,
-2.63475e-01,5.60e-02,2.52e+00,
-2.63401e-01,5.60e-02,2.50e+00,
-2.63328e-01,4.00e-02,2.50e+00,
-2.63255e-01,4.80e-02,2.52e+00,
-2.63182e-01,7.20e-02,2.52e+00,
-2.63108e-01,4.00e-02,2.50e+00,
-2.63035e-01,4.00e-02,2.52e+00,
-2.62962e-01,5.60e-02,2.52e+00,
-2.62889e-01,1.04e-01,2.52e+00,
-2.62815e-01,8.80e-02,2.52e+00,
-2.62742e-01,7.20e-02,2.50e+00,
-2.62669e-01,5.60e-02,2.52e+00,
-2.62596e-01,5.60e-02,2.50e+00,
-2.62522e-01,8.00e-02,2.54e+00,
-2.62449e-01,8.00e-02,2.52e+00,
-2.62376e-01,8.00e-02,2.52e+00,
-2.62303e-01,4.80e-02,2.50e+00,
-2.62229e-01,5.60e-02,2.50e+00,
-2.62156e-01,7.20e-02,2.54e+00,
-2.62083e-01,4.80e-02,2.52e+00,
-2.62010e-01,4.80e-02,2.52e+00,
-2.61937e-01,5.60e-02,2.52e+00,
-2.61863e-01,8.80e-02,2.54e+00,
-2.61790e-01,9.60e-02,2.52e+00,
-2.61717e-01,4.80e-02,2.52e+00,
-2.61644e-01,4.80e-02,2.52e+00,
-2.61570e-01,1.04e-01,2.52e+00,
-2.61497e-01,1.04e-01,2.52e+00,
-2.61424e-01,7.20e-02,2.52e+00,
-2.61351e-01,8.80e-02,2.50e+00,
-2.61277e-01,8.00e-02,2.52e+00,
-2.61204e-01,8.00e-02,2.52e+00,
-2.61131e-01,1.20e-01,2.54e+00,
-2.61058e-01,8.80e-02,2.52e+00,
-2.60984e-01,9.60e-02,2.52e+00,
-2.60911e-01,9.60e-02,2.52e+00,
-2.60838e-01,7.20e-02,2.52e+00,
-2.60765e-01,8.80e-02,2.54e+00,
-2.60691e-01,8.80e-02,2.54e+00,
-2.60618e-01,8.00e-02,2.52e+00,
-2.60545e-01,1.04e-01,2.52e+00,
-2.60472e-01,7.20e-02,2.52e+00,
-2.60398e-01,5.60e-02,2.52e+00,
-2.60325e-01,8.80e-02,2.52e+00,
-2.60252e-01,8.80e-02,2.54e+00,
-2.60179e-01,7.20e-02,2.54e+00,
-2.60105e-01,8.80e-02,2.52e+00,
-2.60032e-01,9.60e-02,2.54e+00,
-2.59959e-01,8.00e-02,2.54e+00,
-2.59886e-01,4.80e-02,2.52e+00,
-2.59813e-01,8.00e-02,2.54e+00,
-2.59739e-01,4.80e-02,2.52e+00,
-2.59666e-01,3.20e-02,2.52e+00,
-2.59593e-01,4.80e-02,2.52e+00,
-2.59520e-01,1.20e-01,2.54e+00,
-2.59446e-01,3.20e-02,2.52e+00,
-2.59373e-01,1.20e-01,2.52e+00,
-2.59300e-01,7.20e-02,2.54e+00,
-2.59227e-01,8.80e-02,2.52e+00,
-2.59153e-01,8.80e-02,2.54e+00,
-2.59080e-01,8.00e-02,2.52e+00,
-2.59007e-01,4.80e-02,2.52e+00,
-2.58934e-01,7.20e-02,2.54e+00,
-2.58860e-01,4.00e-02,2.54e+00,
-2.58787e-01,4.00e-02,2.54e+00,
-2.58714e-01,8.80e-02,2.52e+00,
-2.58641e-01,4.80e-02,2.54e+00,
-2.58567e-01,3.20e-02,2.54e+00,
-2.58494e-01,7.20e-02,2.52e+00,
-2.58421e-01,2.08e-01,2.54e+00,
-2.58348e-01,1.68e-01,2.54e+00,
-2.58274e-01,8.00e-02,2.54e+00,
-2.58201e-01,9.60e-02,2.54e+00,
-2.58128e-01,1.04e-01,2.52e+00,
-2.58055e-01,7.20e-02,2.54e+00,
-2.57981e-01,7.20e-02,2.54e+00,
-2.57908e-01,9.60e-02,2.54e+00,
-2.57835e-01,1.52e-01,2.54e+00,
-2.57762e-01,1.28e-01,2.52e+00,
-2.57688e-01,8.00e-02,2.54e+00,
-2.57615e-01,7.20e-02,2.52e+00,
-2.57542e-01,4.80e-02,2.54e+00,
-2.57469e-01,7.20e-02,2.54e+00,
-2.57396e-01,1.20e-01,2.54e+00,
-2.57322e-01,1.20e-01,2.54e+00,
-2.57249e-01,1.36e-01,2.54e+00,
-2.57176e-01,9.60e-02,2.54e+00,
-2.57103e-01,1.20e-01,2.54e+00,
-2.57029e-01,8.00e-02,2.54e+00,
-2.56956e-01,9.60e-02,2.54e+00,
-2.56883e-01,8.80e-02,2.54e+00,
-2.56810e-01,8.80e-02,2.54e+00,
-2.56736e-01,8.80e-02,2.54e+00,
-2.56663e-01,1.12e-01,2.52e+00,
-2.56590e-01,8.80e-02,2.54e+00,
-2.56517e-01,1.04e-01,2.54e+00,
-2.56443e-01,8.80e-02,2.54e+00,
-2.56370e-01,9.60e-02,2.54e+00,
-2.56297e-01,8.80e-02,2.54e+00,
-2.56224e-01,9.60e-02,2.54e+00,
-2.56150e-01,9.60e-02,2.54e+00,
-2.56077e-01,8.80e-02,2.54e+00,
-2.56004e-01,9.60e-02,2.54e+00,
-2.55931e-01,8.80e-02,2.54e+00,
-2.55857e-01,9.60e-02,2.54e+00,
-2.55784e-01,8.80e-02,2.54e+00,
-2.55711e-01,9.60e-02,2.54e+00,
-2.55638e-01,8.00e-02,2.54e+00,
-2.55564e-01,1.04e-01,2.54e+00,
-2.55491e-01,8.00e-02,2.54e+00,
-2.55418e-01,9.60e-02,2.54e+00,
-2.55345e-01,8.80e-02,2.54e+00,
-2.55271e-01,8.80e-02,2.54e+00,
-2.55198e-01,8.80e-02,2.54e+00,
-2.55125e-01,1.04e-01,2.54e+00,
-2.55052e-01,8.80e-02,2.54e+00,
-2.54979e-01,8.80e-02,2.52e+00,
-2.54905e-01,8.80e-02,2.54e+00,
-2.54832e-01,8.80e-02,2.54e+00,
-2.54759e-01,8.00e-02,2.54e+00,
-2.54686e-01,8.80e-02,2.54e+00,
-2.54612e-01,8.00e-02,2.54e+00,
-2.54539e-01,8.00e-02,2.54e+00,
-2.54466e-01,9.60e-02,2.54e+00,
-2.54393e-01,8.00e-02,2.54e+00,
-2.54319e-01,8.00e-02,2.54e+00,
-2.54246e-01,8.00e-02,2.54e+00,
-2.54173e-01,8.80e-02,2.54e+00,
-2.54100e-01,9.60e-02,2.54e+00,
-2.54026e-01,9.60e-02,2.54e+00,
-2.53953e-01,9.60e-02,2.54e+00,
-2.53880e-01,8.80e-02,2.54e+00,
-2.53807e-01,9.60e-02,2.54e+00,
-2.53733e-01,8.00e-02,2.54e+00,
-2.53660e-01,9.60e-02,2.54e+00,
-2.53587e-01,4.80e-02,2.54e+00,
-2.53514e-01,8.00e-02,2.54e+00,
-2.53440e-01,9.60e-02,2.54e+00,
-2.53367e-01,9.60e-02,2.54e+00,
-2.53294e-01,1.04e-01,2.54e+00,
-2.53221e-01,1.12e-01,2.54e+00,
-2.53147e-01,1.04e-01,2.54e+00,
-2.53074e-01,9.60e-02,2.56e+00,
-2.53001e-01,1.04e-01,2.54e+00,
-2.52928e-01,5.60e-02,2.54e+00,
-2.52854e-01,8.80e-02,2.54e+00,
-2.52781e-01,8.00e-02,2.54e+00,
-2.52708e-01,8.00e-02,2.54e+00,
-2.52635e-01,7.20e-02,2.52e+00,
-2.52562e-01,1.20e-01,2.56e+00,
-2.52488e-01,1.04e-01,2.54e+00,
-2.52415e-01,1.04e-01,2.54e+00,
-2.52342e-01,9.60e-02,2.54e+00,
-2.52269e-01,1.12e-01,2.54e+00,
-2.52195e-01,1.04e-01,2.56e+00,
-2.52122e-01,1.28e-01,2.56e+00,
-2.52049e-01,8.80e-02,2.56e+00,
-2.51976e-01,8.80e-02,2.54e+00,
-2.51902e-01,1.44e-01,2.56e+00,
-2.51829e-01,1.04e-01,2.54e+00,
-2.51756e-01,8.80e-02,2.54e+00,
-2.51683e-01,1.36e-01,2.54e+00,
-2.51609e-01,8.80e-02,2.54e+00,
-2.51536e-01,8.80e-02,2.54e+00,
-2.51463e-01,8.00e-02,2.54e+00,
-2.51390e-01,8.80e-02,2.54e+00,
-2.51316e-01,9.60e-02,2.56e+00,
-2.51243e-01,8.00e-02,2.54e+00,
-2.51170e-01,1.20e-01,2.54e+00,
-2.51097e-01,1.44e-01,2.56e+00,
-2.51023e-01,1.12e-01,2.56e+00,
-2.50950e-01,1.12e-01,2.54e+00,
-2.50877e-01,1.20e-01,2.54e+00,
-2.50804e-01,1.12e-01,2.56e+00,
-2.50730e-01,8.00e-02,2.54e+00,
-2.50657e-01,1.52e-01,2.56e+00,
-2.50584e-01,1.68e-01,2.54e+00,
-2.50511e-01,1.20e-01,2.54e+00,
-2.50438e-01,1.76e-01,2.54e+00,
-2.50364e-01,1.36e-01,2.54e+00,
-2.50291e-01,1.28e-01,2.54e+00,
-2.50218e-01,1.12e-01,2.54e+00,
-2.50145e-01,1.84e-01,2.54e+00,
-2.50071e-01,1.52e-01,2.56e+00,
-2.49998e-01,1.60e-01,2.54e+00,
-2.49925e-01,1.84e-01,2.54e+00,
-2.49852e-01,1.52e-01,2.56e+00,
-2.49778e-01,1.52e-01,2.54e+00,
-2.49705e-01,1.36e-01,2.54e+00,
-2.49632e-01,1.44e-01,2.54e+00,
-2.49559e-01,1.52e-01,2.54e+00,
-2.49485e-01,2.48e-01,2.54e+00,
-2.49412e-01,2.40e-01,2.56e+00,
-2.49339e-01,2.00e-01,2.54e+00,
-2.49266e-01,1.44e-01,2.54e+00,
-2.49192e-01,1.44e-01,2.56e+00,
-2.49119e-01,1.12e-01,2.54e+00,
-2.49046e-01,1.04e-01,2.54e+00,
-2.48973e-01,1.12e-01,2.56e+00,
-2.48899e-01,1.84e-01,2.54e+00,
-2.48826e-01,2.16e-01,2.56e+00,
-2.48753e-01,2.56e-01,2.54e+00,
-2.48680e-01,1.52e-01,2.56e+00,
-2.48606e-01,1.04e-01,2.56e+00,
-2.48533e-01,7.20e-02,2.56e+00,
-2.48460e-01,4.80e-02,2.54e+00,
-2.48387e-01,4.00e-02,2.56e+00,
-2.48313e-01,7.20e-02,2.56e+00,
-2.48240e-01,1.44e-01,2.56e+00,
-2.48167e-01,2.48e-01,2.56e+00,
-2.48094e-01,1.84e-01,2.56e+00,
-2.48021e-01,1.28e-01,2.56e+00,
-2.47947e-01,9.60e-02,2.56e+00,
-2.47874e-01,1.28e-01,2.56e+00,
-2.47801e-01,1.20e-01,2.56e+00,
