X,CH1,
Second,Volt,
1.78460e-01,8.00e-03,
1.78560e-01,8.00e-03,
1.78660e-01,0.00e+00,
1.78760e-01,0.00e+00,
1.78860e-01,0.00e+00,
1.78960e-01,0.00e+00,
1.79060e-01,0.00e+00,
1.79160e-01,0.00e+00,
1.79260e-01,0.00e+00,
1.79360e-01,0.00e+00,
1.79460e-01,0.00e+00,
1.79560e-01,8.00e-03,
1.79660e-01,0.00e+00,
1.79760e-01,8.00e-03,
1.79860e-01,0.00e+00,
1.79960e-01,0.00e+00,
1.80060e-01,0.00e+00,
1.80160e-01,0.00e+00,
1.80260e-01,0.00e+00,
1.80360e-01,8.00e-03,
1.80460e-01,8.00e-03,
1.80560e-01,0.00e+00,
1.80660e-01,8.00e-03,
1.80760e-01,0.00e+00,
1.80860e-01,0.00e+00,
1.80960e-01,0.00e+00,
1.81060e-01,0.00e+00,
1.81160e-01,8.00e-03,
1.81260e-01,8.00e-03,
1.81360e-01,8.00e-03,
1.81460e-01,0.00e+00,
1.81560e-01,0.00e+00,
1.81660e-01,0.00e+00,
1.81760e-01,0.00e+00,
1.81860e-01,0.00e+00,
1.81960e-01,8.00e-03,
1.82060e-01,0.00e+00,
1.82160e-01,0.00e+00,
1.82260e-01,0.00e+00,
1.82360e-01,0.00e+00,
1.82460e-01,8.00e-03,
1.82560e-01,8.00e-03,
1.82660e-01,8.00e-03,
1.82760e-01,8.00e-03,
1.82860e-01,0.00e+00,
1.82960e-01,8.00e-03,
1.83060e-01,0.00e+00,
1.83160e-01,8.00e-03,
1.83260e-01,8.00e-03,
1.83360e-01,0.00e+00,
1.83460e-01,0.00e+00,
1.83560e-01,8.00e-03,
1.83660e-01,0.00e+00,
1.83760e-01,0.00e+00,
1.83860e-01,0.00e+00,
1.83960e-01,8.00e-03,
1.84060e-01,8.00e-03,
1.84160e-01,8.00e-03,
1.84260e-01,8.00e-03,
1.84360e-01,8.00e-03,
1.84460e-01,8.00e-03,
1.84560e-01,8.00e-03,
1.84660e-01,8.00e-03,
1.84760e-01,8.00e-03,
1.84860e-01,8.00e-03,
1.84960e-01,8.00e-03,
1.85060e-01,1.60e-02,
1.85160e-01,8.00e-03,
1.85260e-01,1.60e-02,
1.85360e-01,1.60e-02,
1.85460e-01,1.60e-02,
1.85560e-01,1.60e-02,
1.85660e-01,1.60e-02,
1.85760e-01,1.60e-02,
1.85860e-01,1.60e-02,
1.85960e-01,1.60e-02,
1.86060e-01,2.40e-02,
1.86160e-01,2.40e-02,
1.86260e-01,2.40e-02,
1.86360e-01,2.40e-02,
1.86460e-01,2.40e-02,
1.86560e-01,2.40e-02,
1.86660e-01,2.40e-02,
1.86760e-01,3.20e-02,
1.86860e-01,3.20e-02,
1.86960e-01,3.20e-02,
1.87060e-01,4.00e-02,
1.87160e-01,4.00e-02,
1.87260e-01,4.00e-02,
1.87360e-01,4.00e-02,
1.87460e-01,4.80e-02,
1.87560e-01,5.60e-02,
1.87660e-01,5.60e-02,
1.87760e-01,5.60e-02,
1.87860e-01,7.20e-02,
1.87960e-01,7.20e-02,
1.88060e-01,8.00e-02,
1.88160e-01,8.80e-02,
1.88260e-01,8.80e-02,
1.88360e-01,9.60e-02,
1.88460e-01,9.60e-02,
1.88560e-01,9.60e-02,
1.88660e-01,1.12e-01,
1.88760e-01,1.20e-01,
1.88860e-01,1.20e-01,
1.88960e-01,1.28e-01,
1.89060e-01,1.36e-01,
1.89160e-01,1.52e-01,
1.89260e-01,1.60e-01,
1.89360e-01,1.68e-01,
1.89460e-01,1.84e-01,
1.89560e-01,1.92e-01,
1.89660e-01,2.00e-01,
1.89760e-01,2.16e-01,
1.89860e-01,2.40e-01,
1.89960e-01,2.56e-01,
1.90060e-01,2.72e-01,
1.90160e-01,2.88e-01,
1.90260e-01,3.04e-01,
1.90360e-01,3.20e-01,
1.90460e-01,3.44e-01,
1.90560e-01,3.60e-01,
1.90660e-01,3.76e-01,
1.90760e-01,4.08e-01,
1.90860e-01,4.32e-01,
1.90960e-01,4.56e-01,
1.91060e-01,4.72e-01,
1.91160e-01,4.96e-01,
1.91260e-01,5.20e-01,
1.91360e-01,5.60e-01,
1.91460e-01,5.84e-01,
1.91560e-01,6.08e-01,
1.91660e-01,6.32e-01,
1.91760e-01,6.56e-01,
1.91860e-01,6.80e-01,
1.91960e-01,7.12e-01,
1.92060e-01,7.36e-01,
1.92160e-01,7.60e-01,
1.92260e-01,7.84e-01,
1.92360e-01,7.92e-01,
1.92460e-01,8.24e-01,
1.92560e-01,8.40e-01,
1.92660e-01,8.64e-01,
1.92760e-01,8.80e-01,
1.92860e-01,8.96e-01,
1.92960e-01,9.12e-01,
1.93060e-01,9.28e-01,
1.93160e-01,9.36e-01,
1.93260e-01,9.52e-01,
1.93360e-01,9.60e-01,
1.93460e-01,9.68e-01,
1.93560e-01,9.76e-01,
1.93660e-01,9.84e-01,
1.93760e-01,9.84e-01,
1.93860e-01,9.92e-01,
1.93960e-01,9.92e-01,
1.94060e-01,1.00e+00,
1.94160e-01,1.00e+00,
1.94260e-01,1.00e+00,
1.94360e-01,1.00e+00,
1.94460e-01,1.00e+00,
1.94560e-01,1.00e+00,
1.94660e-01,1.00e+00,
1.94760e-01,1.00e+00,
1.94860e-01,1.00e+00,
1.94960e-01,1.00e+00,
1.95060e-01,1.00e+00,
1.95160e-01,9.92e-01,
1.95260e-01,9.92e-01,
1.95360e-01,9.92e-01,
1.95460e-01,9.92e-01,
1.95560e-01,9.92e-01,
1.95660e-01,9.92e-01,
1.95760e-01,9.92e-01,
1.95860e-01,1.00e+00,
1.95960e-01,1.00e+00,
1.96060e-01,1.00e+00,
1.96160e-01,1.00e+00,
1.96260e-01,1.00e+00,
1.96360e-01,1.00e+00,
1.96460e-01,1.00e+00,
1.96560e-01,1.00e+00,
1.96660e-01,1.01e+00,
1.96760e-01,1.01e+00,
1.96860e-01,1.00e+00,
1.96960e-01,1.01e+00,
1.97060e-01,1.01e+00,
1.97160e-01,1.01e+00,
1.97260e-01,1.02e+00,
1.97360e-01,1.01e+00,
1.97460e-01,1.01e+00,
1.97560e-01,1.01e+00,
1.97660e-01,1.00e+00,
1.97760e-01,1.01e+00,
1.97860e-01,1.00e+00,
1.97960e-01,1.00e+00,
1.98060e-01,1.00e+00,
1.98160e-01,1.00e+00,
1.98260e-01,1.00e+00,
1.98360e-01,1.00e+00,
1.98460e-01,1.00e+00,
1.98560e-01,1.00e+00,
1.98660e-01,1.00e+00,
1.98760e-01,1.00e+00,
1.98860e-01,1.00e+00,
1.98960e-01,1.00e+00,
1.99060e-01,1.00e+00,
1.99160e-01,1.00e+00,
1.99260e-01,1.00e+00,
1.99360e-01,1.00e+00,
1.99460e-01,1.00e+00,
1.99560e-01,1.00e+00,
1.99660e-01,1.00e+00,
1.99760e-01,1.01e+00,
1.99860e-01,1.01e+00,
1.99960e-01,1.00e+00,
2.00060e-01,1.01e+00,
2.00160e-01,1.01e+00,
2.00260e-01,1.01e+00,
2.00360e-01,1.01e+00,
2.00460e-01,1.01e+00,
2.00560e-01,1.01e+00,
2.00660e-01,1.01e+00,
2.00760e-01,1.01e+00,
2.00860e-01,1.00e+00,
2.00960e-01,1.01e+00,
2.01060e-01,1.01e+00,
2.01160e-01,1.00e+00,
2.01260e-01,1.00e+00,
2.01360e-01,1.00e+00,
2.01460e-01,1.00e+00,
2.01560e-01,1.00e+00,
2.01660e-01,1.00e+00,
2.01760e-01,9.92e-01,
2.01860e-01,1.00e+00,
2.01960e-01,1.00e+00,
2.02060e-01,9.92e-01,
2.02160e-01,1.00e+00,
2.02260e-01,1.00e+00,
2.02360e-01,1.00e+00,
2.02460e-01,9.92e-01,
2.02560e-01,1.00e+00,
2.02660e-01,1.00e+00,
2.02760e-01,1.00e+00,
2.02860e-01,1.00e+00,
2.02960e-01,1.00e+00,
2.03060e-01,1.00e+00,
2.03160e-01,1.00e+00,
2.03260e-01,1.01e+00,
2.03360e-01,1.00e+00,
2.03460e-01,1.01e+00,
2.03560e-01,1.01e+00,
2.03660e-01,1.01e+00,
2.03760e-01,1.01e+00,
2.03860e-01,1.01e+00,
2.03960e-01,1.01e+00,
2.04060e-01,1.01e+00,
2.04160e-01,1.01e+00,
2.04260e-01,1.00e+00,
2.04360e-01,1.00e+00,
2.04460e-01,1.00e+00,
2.04560e-01,1.01e+00,
2.04660e-01,1.00e+00,
2.04760e-01,1.00e+00,
2.04860e-01,1.00e+00,
2.04960e-01,1.00e+00,
2.05060e-01,1.00e+00,
2.05160e-01,1.00e+00,
2.05260e-01,1.00e+00,
2.05360e-01,1.00e+00,
2.05460e-01,9.92e-01,
2.05560e-01,1.00e+00,
2.05660e-01,1.00e+00,
2.05760e-01,1.00e+00,
2.05860e-01,1.00e+00,
2.05960e-01,1.00e+00,
2.06060e-01,1.00e+00,
2.06160e-01,9.92e-01,
2.06260e-01,1.00e+00,
2.06360e-01,1.00e+00,
2.06460e-01,1.00e+00,
2.06560e-01,1.01e+00,
2.06660e-01,1.00e+00,
2.06760e-01,1.00e+00,
2.06860e-01,1.01e+00,
2.06960e-01,1.00e+00,
2.07060e-01,1.01e+00,
2.07160e-01,1.01e+00,
2.07260e-01,1.01e+00,
2.07360e-01,1.01e+00,
2.07460e-01,1.01e+00,
2.07560e-01,1.01e+00,
2.07660e-01,1.01e+00,
2.07760e-01,1.00e+00,
2.07860e-01,1.00e+00,
2.07960e-01,1.00e+00,
2.08060e-01,1.00e+00,
2.08160e-01,1.00e+00,
2.08260e-01,1.00e+00,
2.08360e-01,1.00e+00,
2.08460e-01,1.00e+00,
2.08560e-01,1.00e+00,
2.08660e-01,1.00e+00,
2.08760e-01,1.00e+00,
2.08860e-01,1.00e+00,
2.08960e-01,1.00e+00,
2.09060e-01,1.00e+00,
2.09160e-01,1.00e+00,
2.09260e-01,1.00e+00,
2.09360e-01,9.92e-01,
2.09460e-01,1.00e+00,
2.09560e-01,1.00e+00,
2.09660e-01,1.00e+00,
2.09760e-01,9.92e-01,
2.09860e-01,1.00e+00,
2.09960e-01,1.00e+00,
2.10060e-01,1.00e+00,
2.10160e-01,1.00e+00,
2.10260e-01,1.00e+00,
2.10360e-01,1.00e+00,
2.10460e-01,1.01e+00,
2.10560e-01,1.00e+00,
2.10660e-01,1.00e+00,
2.10760e-01,1.00e+00,
2.10860e-01,1.01e+00,
2.10960e-01,1.00e+00,
2.11060e-01,1.01e+00,
2.11160e-01,1.00e+00,
2.11260e-01,1.00e+00,
2.11360e-01,9.92e-01,
2.11460e-01,1.00e+00,
2.11560e-01,1.00e+00,
2.11660e-01,9.92e-01,
2.11760e-01,9.92e-01,
2.11860e-01,9.92e-01,
2.11960e-01,9.92e-01,
2.12060e-01,9.92e-01,
2.12160e-01,9.92e-01,
2.12260e-01,9.92e-01,
2.12360e-01,9.92e-01,
2.12460e-01,9.92e-01,
2.12560e-01,1.00e+00,
2.12660e-01,9.92e-01,
2.12760e-01,9.92e-01,
2.12860e-01,9.92e-01,
2.12960e-01,9.92e-01,
2.13060e-01,9.92e-01,
2.13160e-01,1.00e+00,
2.13260e-01,1.00e+00,
2.13360e-01,1.00e+00,
2.13460e-01,1.00e+00,
2.13560e-01,1.00e+00,
2.13660e-01,1.00e+00,
2.13760e-01,1.00e+00,
2.13860e-01,1.00e+00,
2.13960e-01,1.01e+00,
2.14060e-01,1.00e+00,
2.14160e-01,1.01e+00,
2.14260e-01,1.01e+00,
2.14360e-01,1.01e+00,
2.14460e-01,1.01e+00,
2.14560e-01,1.00e+00,
2.14660e-01,1.01e+00,
2.14760e-01,1.01e+00,
2.14860e-01,1.00e+00,
2.14960e-01,1.01e+00,
2.15060e-01,1.00e+00,
2.15160e-01,1.00e+00,
2.15260e-01,1.00e+00,
2.15360e-01,1.00e+00,
2.15460e-01,1.00e+00,
2.15560e-01,1.01e+00,
2.15660e-01,1.00e+00,
2.15760e-01,1.00e+00,
2.15860e-01,1.00e+00,
2.15960e-01,1.00e+00,
2.16060e-01,1.00e+00,
2.16160e-01,1.01e+00,
2.16260e-01,1.00e+00,
2.16360e-01,1.00e+00,
2.16460e-01,1.00e+00,
2.16560e-01,1.00e+00,
2.16660e-01,1.01e+00,
2.16760e-01,1.01e+00,
2.16860e-01,1.01e+00,
2.16960e-01,1.01e+00,
2.17060e-01,1.01e+00,
2.17160e-01,1.01e+00,
2.17260e-01,1.01e+00,
2.17360e-01,1.01e+00,
2.17460e-01,1.01e+00,
2.17560e-01,1.01e+00,
2.17660e-01,1.01e+00,
2.17760e-01,1.01e+00,
2.17860e-01,1.00e+00,
2.17960e-01,1.01e+00,
2.18060e-01,1.00e+00,
2.18160e-01,1.00e+00,
2.18260e-01,1.01e+00,
2.18360e-01,1.00e+00,
2.18460e-01,1.00e+00,
2.18560e-01,1.00e+00,
2.18660e-01,9.92e-01,
2.18760e-01,9.92e-01,
2.18860e-01,1.00e+00,
2.18960e-01,1.00e+00,
2.19060e-01,9.92e-01,
2.19160e-01,9.92e-01,
2.19260e-01,9.92e-01,
2.19360e-01,9.92e-01,
2.19460e-01,1.00e+00,
2.19560e-01,9.92e-01,
2.19660e-01,9.92e-01,
2.19760e-01,1.00e+00,
2.19860e-01,1.00e+00,
2.19960e-01,9.92e-01,
2.20060e-01,1.00e+00,
2.20160e-01,1.00e+00,
2.20260e-01,1.00e+00,
2.20360e-01,1.00e+00,
2.20460e-01,1.00e+00,
2.20560e-01,1.00e+00,
2.20660e-01,1.00e+00,
2.20760e-01,1.00e+00,
2.20860e-01,1.01e+00,
2.20960e-01,1.01e+00,
2.21060e-01,1.00e+00,
2.21160e-01,1.00e+00,
2.21260e-01,1.00e+00,
2.21360e-01,1.00e+00,
2.21460e-01,1.00e+00,
2.21560e-01,1.00e+00,
2.21660e-01,1.00e+00,
2.21760e-01,9.92e-01,
2.21860e-01,9.92e-01,
2.21960e-01,9.92e-01,
2.22060e-01,9.92e-01,
2.22160e-01,9.92e-01,
2.22260e-01,9.92e-01,
2.22360e-01,9.92e-01,
2.22460e-01,9.92e-01,
2.22560e-01,9.92e-01,
2.22660e-01,9.92e-01,
2.22760e-01,9.92e-01,
2.22860e-01,9.92e-01,
2.22960e-01,9.92e-01,
2.23060e-01,1.00e+00,
2.23160e-01,1.00e+00,
2.23260e-01,1.00e+00,
2.23360e-01,1.00e+00,
2.23460e-01,1.00e+00,
2.23560e-01,1.00e+00,
2.23660e-01,1.00e+00,
2.23760e-01,1.00e+00,
2.23860e-01,1.00e+00,
2.23960e-01,1.00e+00,
2.24060e-01,1.00e+00,
2.24160e-01,1.00e+00,
2.24260e-01,1.00e+00,
2.24360e-01,1.01e+00,
2.24460e-01,1.01e+00,
2.24560e-01,1.01e+00,
2.24660e-01,1.00e+00,
2.24760e-01,1.00e+00,
2.24860e-01,1.00e+00,
2.24960e-01,1.00e+00,
2.25060e-01,1.00e+00,
2.25160e-01,1.00e+00,
2.25260e-01,1.00e+00,
2.25360e-01,1.00e+00,
2.25460e-01,1.00e+00,
2.25560e-01,1.00e+00,
2.25660e-01,1.00e+00,
2.25760e-01,9.92e-01,
2.25860e-01,1.00e+00,
2.25960e-01,1.00e+00,
2.26060e-01,1.00e+00,
2.26160e-01,1.00e+00,
2.26260e-01,1.00e+00,
2.26360e-01,9.92e-01,
2.26460e-01,1.00e+00,
2.26560e-01,1.00e+00,
2.26660e-01,1.00e+00,
2.26760e-01,1.00e+00,
2.26860e-01,1.00e+00,
2.26960e-01,1.01e+00,
2.27060e-01,1.00e+00,
2.27160e-01,1.01e+00,
2.27260e-01,1.00e+00,
2.27360e-01,1.00e+00,
2.27460e-01,1.00e+00,
2.27560e-01,1.00e+00,
2.27660e-01,1.01e+00,
2.27760e-01,1.01e+00,
2.27860e-01,1.00e+00,
2.27960e-01,1.00e+00,
2.28060e-01,9.92e-01,
2.28160e-01,9.92e-01,
2.28260e-01,9.92e-01,
2.28360e-01,9.84e-01,
2.28460e-01,9.68e-01,
2.28560e-01,9.60e-01,
2.28660e-01,9.60e-01,
2.28760e-01,9.44e-01,
2.28860e-01,9.28e-01,
2.28960e-01,9.20e-01,
2.29060e-01,9.04e-01,
2.29160e-01,8.88e-01,
2.29260e-01,8.72e-01,
2.29360e-01,8.40e-01,
2.29460e-01,8.24e-01,
2.29560e-01,8.00e-01,
2.29660e-01,7.76e-01,
2.29760e-01,7.44e-01,
2.29860e-01,7.28e-01,
2.29960e-01,6.88e-01,
2.30060e-01,6.56e-01,
2.30160e-01,6.32e-01,
2.30260e-01,6.08e-01,
2.30360e-01,5.68e-01,
2.30460e-01,5.28e-01,
2.30560e-01,5.04e-01,
2.30660e-01,4.72e-01,
2.30760e-01,4.40e-01,
2.30860e-01,4.08e-01,
2.30960e-01,3.76e-01,
2.31060e-01,3.52e-01,
2.31160e-01,3.20e-01,
2.31260e-01,2.96e-01,
2.31360e-01,2.80e-01,
2.31460e-01,2.56e-01,
2.31560e-01,2.32e-01,
2.31660e-01,2.00e-01,
2.31760e-01,1.84e-01,
2.31860e-01,1.68e-01,
2.31960e-01,1.52e-01,
2.32060e-01,1.36e-01,
2.32160e-01,1.28e-01,
2.32260e-01,1.20e-01,
2.32360e-01,1.04e-01,
2.32460e-01,9.60e-02,
2.32560e-01,8.80e-02,
2.32660e-01,8.00e-02,
2.32760e-01,7.20e-02,
2.32860e-01,5.60e-02,
2.32960e-01,5.60e-02,
2.33060e-01,4.00e-02,
2.33160e-01,3.20e-02,
2.33260e-01,3.20e-02,
2.33360e-01,3.20e-02,
2.33460e-01,2.40e-02,
2.33560e-01,2.40e-02,
2.33660e-01,1.60e-02,
2.33760e-01,1.60e-02,
2.33860e-01,1.60e-02,
2.33960e-01,8.00e-03,
2.34060e-01,1.60e-02,
2.34160e-01,8.00e-03,
2.34260e-01,8.00e-03,
2.34360e-01,0.00e+00,
2.34460e-01,8.00e-03,
2.34560e-01,8.00e-03,
2.34660e-01,0.00e+00,
2.34760e-01,0.00e+00,
2.34860e-01,0.00e+00,
2.34960e-01,0.00e+00,
2.35060e-01,0.00e+00,
2.35160e-01,0.00e+00,
2.35260e-01,0.00e+00,
2.35360e-01,0.00e+00,
2.35460e-01,0.00e+00,
2.35560e-01,0.00e+00,
2.35660e-01,0.00e+00,
2.35760e-01,0.00e+00,
2.35860e-01,0.00e+00,
2.35960e-01,0.00e+00,
2.36060e-01,0.00e+00,
2.36160e-01,0.00e+00,
2.36260e-01,8.00e-03,
2.36360e-01,0.00e+00,
2.36460e-01,0.00e+00,
2.36560e-01,0.00e+00,
2.36660e-01,8.00e-03,
2.36760e-01,0.00e+00,
2.36860e-01,8.00e-03,
2.36960e-01,0.00e+00,
2.37060e-01,0.00e+00,
2.37160e-01,0.00e+00,
2.37260e-01,8.00e-03,
2.37360e-01,0.00e+00,
2.37460e-01,8.00e-03,
2.37560e-01,0.00e+00,
2.37660e-01,0.00e+00,
2.37760e-01,0.00e+00,
2.37860e-01,0.00e+00,
2.37960e-01,0.00e+00,
2.38060e-01,8.00e-03,
2.38160e-01,8.00e-03,
2.38260e-01,0.00e+00,
2.38360e-01,0.00e+00,
2.38460e-01,0.00e+00,
2.38560e-01,8.00e-03,
2.38660e-01,0.00e+00,
2.38760e-01,8.00e-03,
2.38860e-01,0.00e+00,
2.38960e-01,8.00e-03,
2.39060e-01,0.00e+00,
2.39160e-01,0.00e+00,
2.39260e-01,0.00e+00,
2.39360e-01,8.00e-03,
2.39460e-01,0.00e+00,
2.39560e-01,0.00e+00,
2.39660e-01,0.00e+00,
2.39760e-01,8.00e-03,
2.39860e-01,0.00e+00,
2.39960e-01,0.00e+00,
2.40060e-01,0.00e+00,
2.40160e-01,0.00e+00,
2.40260e-01,0.00e+00,
2.40360e-01,8.00e-03,
2.40460e-01,0.00e+00,
2.40560e-01,0.00e+00,
2.40660e-01,0.00e+00,
2.40760e-01,0.00e+00,
2.40860e-01,0.00e+00,
2.40960e-01,0.00e+00,
2.41060e-01,8.00e-03,
2.41160e-01,0.00e+00,
2.41260e-01,0.00e+00,
2.41360e-01,0.00e+00,
2.41460e-01,0.00e+00,
2.41560e-01,0.00e+00,
2.41660e-01,0.00e+00,
2.41760e-01,0.00e+00,
2.41860e-01,0.00e+00,
2.41960e-01,0.00e+00,
2.42060e-01,8.00e-03,
2.42160e-01,0.00e+00,
2.42260e-01,0.00e+00,
2.42360e-01,0.00e+00,
2.42460e-01,8.00e-03,
2.42560e-01,0.00e+00,
2.42660e-01,8.00e-03,
2.42760e-01,0.00e+00,
2.42860e-01,0.00e+00,
2.42960e-01,0.00e+00,
2.43060e-01,0.00e+00,
2.43160e-01,0.00e+00,
2.43260e-01,0.00e+00,
2.43360e-01,0.00e+00,
2.43460e-01,0.00e+00,
2.43560e-01,0.00e+00,
2.43660e-01,8.00e-03,
2.43760e-01,0.00e+00,
2.43860e-01,0.00e+00,
2.43960e-01,8.00e-03,
2.44060e-01,0.00e+00,
2.44160e-01,8.00e-03,
2.44260e-01,8.00e-03,
2.44360e-01,0.00e+00,
2.44460e-01,8.00e-03,
2.44560e-01,0.00e+00,
2.44660e-01,0.00e+00,
2.44760e-01,0.00e+00,
2.44860e-01,8.00e-03,
2.44960e-01,0.00e+00,
2.45060e-01,0.00e+00,
2.45160e-01,0.00e+00,
2.45260e-01,0.00e+00,
2.45360e-01,0.00e+00,
2.45460e-01,0.00e+00,
2.45560e-01,0.00e+00,
2.45660e-01,8.00e-03,
2.45760e-01,0.00e+00,
2.45860e-01,0.00e+00,
2.45960e-01,8.00e-03,
2.46060e-01,0.00e+00,
2.46160e-01,8.00e-03,
2.46260e-01,0.00e+00,
2.46360e-01,8.00e-03,
2.46460e-01,8.00e-03,
2.46560e-01,8.00e-03,
2.46660e-01,0.00e+00,
2.46760e-01,8.00e-03,
2.46860e-01,0.00e+00,
2.46960e-01,0.00e+00,
2.47060e-01,0.00e+00,
2.47160e-01,0.00e+00,
2.47260e-01,0.00e+00,
2.47360e-01,0.00e+00,
2.47460e-01,0.00e+00,
2.47560e-01,0.00e+00,
2.47660e-01,0.00e+00,
2.47760e-01,0.00e+00,
2.47860e-01,0.00e+00,
2.47960e-01,8.00e-03,
2.48060e-01,0.00e+00,
2.48160e-01,0.00e+00,
2.48260e-01,8.00e-03,
2.48360e-01,0.00e+00,
2.48460e-01,0.00e+00,
2.48560e-01,0.00e+00,
2.48660e-01,0.00e+00,
2.48760e-01,8.00e-03,
2.48860e-01,0.00e+00,
2.48960e-01,8.00e-03,
2.49060e-01,0.00e+00,
2.49160e-01,0.00e+00,
2.49260e-01,0.00e+00,
2.49360e-01,0.00e+00,
2.49460e-01,0.00e+00,
2.49560e-01,0.00e+00,
2.49660e-01,0.00e+00,
2.49760e-01,8.00e-03,
2.49860e-01,8.00e-03,
2.49960e-01,8.00e-03,
2.50060e-01,8.00e-03,
2.50160e-01,8.00e-03,
2.50260e-01,0.00e+00,
2.50360e-01,8.00e-03,
2.50460e-01,8.00e-03,
2.50560e-01,8.00e-03,
2.50660e-01,8.00e-03,
2.50760e-01,8.00e-03,
2.50860e-01,8.00e-03,
2.50960e-01,8.00e-03,
2.51060e-01,1.60e-02,
2.51160e-01,1.60e-02,
2.51260e-01,8.00e-03,
2.51360e-01,8.00e-03,
2.51460e-01,8.00e-03,
2.51560e-01,8.00e-03,
2.51660e-01,8.00e-03,
2.51760e-01,8.00e-03,
2.51860e-01,1.60e-02,
2.51960e-01,8.00e-03,
2.52060e-01,8.00e-03,
2.52160e-01,1.60e-02,
2.52260e-01,1.60e-02,
2.52360e-01,1.60e-02,
2.52460e-01,8.00e-03,
2.52560e-01,1.60e-02,
2.52660e-01,8.00e-03,
2.52760e-01,1.60e-02,
2.52860e-01,1.60e-02,
2.52960e-01,8.00e-03,
2.53060e-01,8.00e-03,
2.53160e-01,8.00e-03,
2.53260e-01,8.00e-03,
2.53360e-01,1.60e-02,
2.53460e-01,8.00e-03,
2.53560e-01,8.00e-03,
2.53660e-01,1.60e-02,
2.53760e-01,8.00e-03,
2.53860e-01,1.60e-02,
2.53960e-01,8.00e-03,
2.54060e-01,8.00e-03,
2.54160e-01,8.00e-03,
2.54260e-01,8.00e-03,
2.54360e-01,8.00e-03,
2.54460e-01,8.00e-03,
2.54560e-01,8.00e-03,
2.54660e-01,8.00e-03,
2.54760e-01,8.00e-03,
2.54860e-01,8.00e-03,
2.54960e-01,0.00e+00,
2.55060e-01,8.00e-03,
2.55160e-01,8.00e-03,
2.55260e-01,0.00e+00,
2.55360e-01,8.00e-03,
2.55460e-01,8.00e-03,
2.55560e-01,8.00e-03,
2.55660e-01,0.00e+00,
2.55760e-01,8.00e-03,
2.55860e-01,8.00e-03,
2.55960e-01,0.00e+00,
2.56060e-01,0.00e+00,
2.56160e-01,0.00e+00,
2.56260e-01,0.00e+00,
2.56360e-01,8.00e-03,
2.56460e-01,0.00e+00,
2.56560e-01,0.00e+00,
2.56660e-01,0.00e+00,
2.56760e-01,8.00e-03,
2.56860e-01,8.00e-03,
2.56960e-01,0.00e+00,
2.57060e-01,0.00e+00,
2.57160e-01,0.00e+00,
2.57260e-01,8.00e-03,
2.57360e-01,0.00e+00,
2.57460e-01,0.00e+00,
2.57560e-01,0.00e+00,
2.57660e-01,8.00e-03,
2.57760e-01,0.00e+00,
2.57860e-01,0.00e+00,
2.57960e-01,0.00e+00,
2.58060e-01,0.00e+00,
2.58160e-01,0.00e+00,
2.58260e-01,0.00e+00,
2.58360e-01,0.00e+00,
2.58460e-01,0.00e+00,
2.58560e-01,0.00e+00,
2.58660e-01,0.00e+00,
2.58760e-01,0.00e+00,
2.58860e-01,0.00e+00,
2.58960e-01,0.00e+00,
2.59060e-01,0.00e+00,
2.59160e-01,0.00e+00,
2.59260e-01,0.00e+00,
2.59360e-01,8.00e-03,
2.59460e-01,8.00e-03,
2.59560e-01,0.00e+00,
2.59660e-01,0.00e+00,
2.59760e-01,8.00e-03,
2.59860e-01,0.00e+00,
2.59960e-01,0.00e+00,
2.60060e-01,0.00e+00,
2.60160e-01,8.00e-03,
2.60260e-01,8.00e-03,
2.60360e-01,8.00e-03,
2.60460e-01,8.00e-03,
2.60560e-01,0.00e+00,
2.60660e-01,8.00e-03,
2.60760e-01,0.00e+00,
2.60860e-01,0.00e+00,
2.60960e-01,8.00e-03,
2.61060e-01,8.00e-03,
2.61160e-01,0.00e+00,
2.61260e-01,0.00e+00,
2.61360e-01,8.00e-03,
2.61460e-01,8.00e-03,
2.61560e-01,8.00e-03,
2.61660e-01,8.00e-03,
2.61760e-01,1.60e-02,
2.61860e-01,8.00e-03,
2.61960e-01,8.00e-03,
2.62060e-01,8.00e-03,
2.62160e-01,8.00e-03,
2.62260e-01,1.60e-02,
2.62360e-01,1.60e-02,
2.62460e-01,1.60e-02,
2.62560e-01,1.60e-02,
2.62660e-01,1.60e-02,
2.62760e-01,1.60e-02,
2.62860e-01,1.60e-02,
2.62960e-01,1.60e-02,
2.63060e-01,1.60e-02,
2.63160e-01,1.60e-02,
2.63260e-01,2.40e-02,
2.63360e-01,1.60e-02,
2.63460e-01,2.40e-02,
2.63560e-01,2.40e-02,
2.63660e-01,2.40e-02,
2.63760e-01,3.20e-02,
2.63860e-01,3.20e-02,
2.63960e-01,3.20e-02,
2.64060e-01,3.20e-02,
2.64160e-01,4.00e-02,
2.64260e-01,4.00e-02,
2.64360e-01,4.00e-02,
2.64460e-01,4.80e-02,
2.64560e-01,4.80e-02,
2.64660e-01,5.60e-02,
2.64760e-01,5.60e-02,
2.64860e-01,7.20e-02,
2.64960e-01,7.20e-02,
2.65060e-01,8.00e-02,
2.65160e-01,8.00e-02,
2.65260e-01,8.80e-02,
2.65360e-01,8.80e-02,
2.65460e-01,8.80e-02,
2.65560e-01,9.60e-02,
2.65660e-01,1.04e-01,
2.65760e-01,1.20e-01,
