X,CH1,
Second,Volt,
-5.22440e-01,0.00e+00,
-5.22340e-01,8.00e-03,
-5.22240e-01,0.00e+00,
-5.22140e-01,0.00e+00,
-5.22040e-01,8.00e-03,
-5.21940e-01,8.00e-03,
-5.21840e-01,0.00e+00,
-5.21740e-01,0.00e+00,
-5.21640e-01,0.00e+00,
-5.21540e-01,0.00e+00,
-5.21440e-01,0.00e+00,
-5.21340e-01,0.00e+00,
-5.21240e-01,0.00e+00,
-5.21140e-01,0.00e+00,
-5.21040e-01,0.00e+00,
-5.20940e-01,0.00e+00,
-5.20840e-01,0.00e+00,
-5.20740e-01,8.00e-03,
-5.20640e-01,0.00e+00,
-5.20540e-01,0.00e+00,
-5.20440e-01,0.00e+00,
-5.20340e-01,0.00e+00,
-5.20240e-01,8.00e-03,
-5.20140e-01,0.00e+00,
-5.20040e-01,8.00e-03,
-5.19940e-01,0.00e+00,
-5.19840e-01,8.00e-03,
-5.19740e-01,0.00e+00,
-5.19640e-01,0.00e+00,
-5.19540e-01,0.00e+00,
-5.19440e-01,8.00e-03,
-5.19340e-01,8.00e-03,
-5.19240e-01,8.00e-03,
-5.19140e-01,8.00e-03,
-5.19040e-01,8.00e-03,
-5.18940e-01,8.00e-03,
-5.18840e-01,8.00e-03,
-5.18740e-01,1.60e-02,
-5.18640e-01,1.60e-02,
-5.18540e-01,8.00e-03,
-5.18440e-01,8.00e-03,
-5.18340e-01,1.60e-02,
-5.18240e-01,8.00e-03,
-5.18140e-01,8.00e-03,
-5.18040e-01,1.60e-02,
-5.17940e-01,1.60e-02,
-5.17840e-01,1.60e-02,
-5.17740e-01,8.00e-03,
-5.17640e-01,8.00e-03,
-5.17540e-01,1.60e-02,
-5.17440e-01,8.00e-03,
-5.17340e-01,8.00e-03,
-5.17240e-01,8.00e-03,
-5.17140e-01,8.00e-03,
-5.17040e-01,8.00e-03,
-5.16940e-01,1.60e-02,
-5.16840e-01,8.00e-03,
-5.16740e-01,1.60e-02,
-5.16640e-01,8.00e-03,
-5.16540e-01,8.00e-03,
-5.16440e-01,8.00e-03,
-5.16340e-01,8.00e-03,
-5.16240e-01,8.00e-03,
-5.16140e-01,8.00e-03,
-5.16040e-01,8.00e-03,
-5.15940e-01,8.00e-03,
-5.15840e-01,8.00e-03,
-5.15740e-01,8.00e-03,
-5.15640e-01,8.00e-03,
-5.15540e-01,8.00e-03,
-5.15440e-01,8.00e-03,
-5.15340e-01,8.00e-03,
-5.15240e-01,8.00e-03,
-5.15140e-01,1.60e-02,
-5.15040e-01,8.00e-03,
-5.14940e-01,8.00e-03,
-5.14840e-01,8.00e-03,
-5.14740e-01,8.00e-03,
-5.14640e-01,8.00e-03,
-5.14540e-01,8.00e-03,
-5.14440e-01,8.00e-03,
-5.14340e-01,8.00e-03,
-5.14240e-01,8.00e-03,
-5.14140e-01,8.00e-03,
-5.14040e-01,8.00e-03,
-5.13940e-01,8.00e-03,
-5.13840e-01,8.00e-03,
-5.13740e-01,8.00e-03,
-5.13640e-01,8.00e-03,
-5.13540e-01,8.00e-03,
-5.13440e-01,0.00e+00,
-5.13340e-01,8.00e-03,
-5.13240e-01,8.00e-03,
-5.13140e-01,0.00e+00,
-5.13040e-01,8.00e-03,
-5.12940e-01,8.00e-03,
-5.12840e-01,0.00e+00,
-5.12740e-01,8.00e-03,
-5.12640e-01,8.00e-03,
-5.12540e-01,0.00e+00,
-5.12440e-01,8.00e-03,
-5.12340e-01,8.00e-03,
-5.12240e-01,0.00e+00,
-5.12140e-01,0.00e+00,
-5.12040e-01,0.00e+00,
-5.11940e-01,0.00e+00,
-5.11840e-01,0.00e+00,
-5.11740e-01,0.00e+00,
-5.11640e-01,0.00e+00,
-5.11540e-01,0.00e+00,
-5.11440e-01,0.00e+00,
-5.11340e-01,8.00e-03,
-5.11240e-01,8.00e-03,
-5.11140e-01,0.00e+00,
-5.11040e-01,8.00e-03,
-5.10940e-01,0.00e+00,
-5.10840e-01,0.00e+00,
-5.10740e-01,8.00e-03,
-5.10640e-01,8.00e-03,
-5.10540e-01,0.00e+00,
-5.10440e-01,0.00e+00,
-5.10340e-01,0.00e+00,
-5.10240e-01,0.00e+00,
-5.10140e-01,0.00e+00,
-5.10040e-01,0.00e+00,
-5.09940e-01,0.00e+00,
-5.09840e-01,0.00e+00,
-5.09740e-01,0.00e+00,
-5.09640e-01,0.00e+00,
-5.09540e-01,0.00e+00,
-5.09440e-01,0.00e+00,
-5.09340e-01,8.00e-03,
-5.09240e-01,0.00e+00,
-5.09140e-01,0.00e+00,
-5.09040e-01,8.00e-03,
-5.08940e-01,0.00e+00,
-5.08840e-01,0.00e+00,
-5.08740e-01,8.00e-03,
-5.08640e-01,0.00e+00,
-5.08540e-01,8.00e-03,
-5.08440e-01,8.00e-03,
-5.08340e-01,0.00e+00,
-5.08240e-01,0.00e+00,
-5.08140e-01,8.00e-03,
-5.08040e-01,0.00e+00,
-5.07940e-01,8.00e-03,
-5.07840e-01,8.00e-03,
-5.07740e-01,8.00e-03,
-5.07640e-01,0.00e+00,
-5.07540e-01,8.00e-03,
-5.07440e-01,8.00e-03,
-5.07340e-01,8.00e-03,
-5.07240e-01,8.00e-03,
-5.07140e-01,8.00e-03,
-5.07040e-01,1.60e-02,
-5.06940e-01,8.00e-03,
-5.06840e-01,8.00e-03,
-5.06740e-01,8.00e-03,
-5.06640e-01,1.60e-02,
-5.06540e-01,1.60e-02,
-5.06440e-01,1.60e-02,
-5.06340e-01,1.60e-02,
-5.06240e-01,1.60e-02,
-5.06140e-01,1.60e-02,
-5.06040e-01,1.60e-02,
-5.05940e-01,1.60e-02,
-5.05840e-01,2.40e-02,
-5.05740e-01,1.60e-02,
-5.05640e-01,1.60e-02,
-5.05540e-01,2.40e-02,
-5.05440e-01,3.20e-02,
-5.05340e-01,2.40e-02,
-5.05240e-01,3.20e-02,
-5.05140e-01,3.20e-02,
-5.05040e-01,4.00e-02,
-5.04940e-01,4.00e-02,
-5.04840e-01,4.00e-02,
-5.04740e-01,4.00e-02,
-5.04640e-01,5.60e-02,
-5.04540e-01,4.80e-02,
-5.04440e-01,5.60e-02,
-5.04340e-01,5.60e-02,
-5.04240e-01,7.20e-02,
-5.04140e-01,8.00e-02,
-5.04040e-01,8.80e-02,
-5.03940e-01,8.80e-02,
-5.03840e-01,9.60e-02,
-5.03740e-01,1.04e-01,
-5.03640e-01,1.12e-01,
-5.03540e-01,1.20e-01,
-5.03440e-01,1.28e-01,
-5.03340e-01,1.36e-01,
-5.03240e-01,1.44e-01,
-5.03140e-01,1.52e-01,
-5.03040e-01,1.60e-01,
-5.02940e-01,1.76e-01,
-5.02840e-01,1.84e-01,
-5.02740e-01,2.00e-01,
-5.02640e-01,2.16e-01,
-5.02540e-01,2.32e-01,
-5.02440e-01,2.48e-01,
-5.02340e-01,2.64e-01,
-5.02240e-01,2.80e-01,
-5.02140e-01,2.96e-01,
-5.02040e-01,3.20e-01,
-5.01940e-01,3.36e-01,
-5.01840e-01,3.52e-01,
-5.01740e-01,3.76e-01,
-5.01640e-01,4.00e-01,
-5.01540e-01,4.24e-01,
-5.01440e-01,4.48e-01,
-5.01340e-01,4.64e-01,
-5.01240e-01,4.96e-01,
-5.01140e-01,5.12e-01,
-5.01040e-01,5.44e-01,
-5.00940e-01,5.68e-01,
-5.00840e-01,5.92e-01,
-5.00740e-01,6.16e-01,
-5.00640e-01,6.32e-01,
-5.00540e-01,6.48e-01,
-5.00440e-01,6.72e-01,
-5.00340e-01,7.04e-01,
-5.00240e-01,7.20e-01,
-5.00140e-01,7.36e-01,
-5.00040e-01,7.60e-01,
-4.99940e-01,7.68e-01,
-4.99840e-01,7.92e-01,
-4.99740e-01,8.08e-01,
-4.99640e-01,8.16e-01,
-4.99540e-01,8.32e-01,
-4.99440e-01,8.40e-01,
-4.99340e-01,8.48e-01,
-4.99240e-01,8.64e-01,
-4.99140e-01,8.72e-01,
-4.99040e-01,8.72e-01,
-4.98940e-01,8.80e-01,
-4.98840e-01,8.88e-01,
-4.98740e-01,8.96e-01,
-4.98640e-01,8.96e-01,
-4.98540e-01,8.96e-01,
-4.98440e-01,9.04e-01,
-4.98340e-01,9.04e-01,
-4.98240e-01,9.04e-01,
-4.98140e-01,9.04e-01,
-4.98040e-01,9.04e-01,
-4.97940e-01,9.04e-01,
-4.97840e-01,9.04e-01,
-4.97740e-01,9.12e-01,
-4.97640e-01,9.04e-01,
-4.97540e-01,9.04e-01,
-4.97440e-01,9.04e-01,
-4.97340e-01,9.04e-01,
-4.97240e-01,9.04e-01,
-4.97140e-01,9.04e-01,
-4.97040e-01,9.12e-01,
-4.96940e-01,9.20e-01,
-4.96840e-01,9.20e-01,
-4.96740e-01,9.20e-01,
-4.96640e-01,9.28e-01,
-4.96540e-01,9.20e-01,
-4.96440e-01,9.20e-01,
-4.96340e-01,9.28e-01,
-4.96240e-01,9.28e-01,
-4.96140e-01,9.28e-01,
-4.96040e-01,9.28e-01,
-4.95940e-01,9.28e-01,
-4.95840e-01,9.28e-01,
-4.95740e-01,9.20e-01,
-4.95640e-01,9.20e-01,
-4.95540e-01,9.20e-01,
-4.95440e-01,9.12e-01,
-4.95340e-01,9.12e-01,
-4.95240e-01,9.12e-01,
-4.95140e-01,9.12e-01,
-4.95040e-01,9.12e-01,
-4.94940e-01,9.12e-01,
-4.94840e-01,9.12e-01,
-4.94740e-01,9.04e-01,
-4.94640e-01,9.04e-01,
-4.94540e-01,9.04e-01,
-4.94440e-01,9.12e-01,
-4.94340e-01,9.12e-01,
-4.94240e-01,9.12e-01,
-4.94140e-01,9.12e-01,
-4.94040e-01,9.12e-01,
-4.93940e-01,9.20e-01,
-4.93840e-01,9.20e-01,
-4.93740e-01,9.20e-01,
-4.93640e-01,9.20e-01,
-4.93540e-01,9.20e-01,
-4.93440e-01,9.20e-01,
-4.93340e-01,9.20e-01,
-4.93240e-01,9.20e-01,
-4.93140e-01,9.28e-01,
-4.93040e-01,9.28e-01,
-4.92940e-01,9.20e-01,
-4.92840e-01,9.28e-01,
-4.92740e-01,9.28e-01,
-4.92640e-01,9.20e-01,
-4.92540e-01,9.20e-01,
-4.92440e-01,9.20e-01,
-4.92340e-01,9.20e-01,
-4.92240e-01,9.20e-01,
-4.92140e-01,9.20e-01,
-4.92040e-01,9.20e-01,
-4.91940e-01,9.12e-01,
-4.91840e-01,9.12e-01,
-4.91740e-01,9.04e-01,
-4.91640e-01,9.12e-01,
-4.91540e-01,9.04e-01,
-4.91440e-01,9.12e-01,
-4.91340e-01,9.04e-01,
-4.91240e-01,9.12e-01,
-4.91140e-01,9.04e-01,
-4.91040e-01,9.04e-01,
-4.90940e-01,9.04e-01,
-4.90840e-01,9.04e-01,
-4.90740e-01,9.12e-01,
-4.90640e-01,9.04e-01,
-4.90540e-01,9.04e-01,
-4.90440e-01,9.04e-01,
-4.90340e-01,9.12e-01,
-4.90240e-01,9.12e-01,
-4.90140e-01,9.12e-01,
-4.90040e-01,9.12e-01,
-4.89940e-01,9.20e-01,
-4.89840e-01,9.20e-01,
-4.89740e-01,9.20e-01,
-4.89640e-01,9.20e-01,
-4.89540e-01,9.20e-01,
-4.89440e-01,9.20e-01,
-4.89340e-01,9.20e-01,
-4.89240e-01,9.20e-01,
-4.89140e-01,9.20e-01,
-4.89040e-01,9.20e-01,
-4.88940e-01,9.12e-01,
-4.88840e-01,9.12e-01,
-4.88740e-01,9.12e-01,
-4.88640e-01,9.04e-01,
-4.88540e-01,9.04e-01,
-4.88440e-01,9.04e-01,
-4.88340e-01,9.04e-01,
-4.88240e-01,9.04e-01,
-4.88140e-01,9.04e-01,
-4.88040e-01,9.04e-01,
-4.87940e-01,9.04e-01,
-4.87840e-01,8.96e-01,
-4.87740e-01,8.96e-01,
-4.87640e-01,8.96e-01,
-4.87540e-01,9.04e-01,
-4.87440e-01,9.04e-01,
-4.87340e-01,9.04e-01,
-4.87240e-01,9.04e-01,
-4.87140e-01,9.04e-01,
-4.87040e-01,9.04e-01,
-4.86940e-01,9.04e-01,
-4.86840e-01,9.04e-01,
-4.86740e-01,9.04e-01,
-4.86640e-01,9.12e-01,
-4.86540e-01,9.20e-01,
-4.86440e-01,9.12e-01,
-4.86340e-01,9.20e-01,
-4.86240e-01,9.20e-01,
-4.86140e-01,9.20e-01,
-4.86040e-01,9.28e-01,
-4.85940e-01,9.20e-01,
-4.85840e-01,9.20e-01,
-4.85740e-01,9.12e-01,
-4.85640e-01,9.12e-01,
-4.85540e-01,9.20e-01,
-4.85440e-01,9.12e-01,
-4.85340e-01,9.04e-01,
-4.85240e-01,9.04e-01,
-4.85140e-01,9.12e-01,
-4.85040e-01,9.12e-01,
-4.84940e-01,9.04e-01,
-4.84840e-01,9.04e-01,
-4.84740e-01,9.04e-01,
-4.84640e-01,9.04e-01,
-4.84540e-01,9.04e-01,
-4.84440e-01,9.04e-01,
-4.84340e-01,9.12e-01,
-4.84240e-01,9.12e-01,
-4.84140e-01,9.12e-01,
-4.84040e-01,9.04e-01,
-4.83940e-01,9.04e-01,
-4.83840e-01,9.04e-01,
-4.83740e-01,9.12e-01,
-4.83640e-01,9.12e-01,
-4.83540e-01,9.12e-01,
-4.83440e-01,9.20e-01,
-4.83340e-01,9.20e-01,
-4.83240e-01,9.20e-01,
-4.83140e-01,9.20e-01,
-4.83040e-01,9.28e-01,
-4.82940e-01,9.20e-01,
-4.82840e-01,9.28e-01,
-4.82740e-01,9.28e-01,
-4.82640e-01,9.28e-01,
-4.82540e-01,9.28e-01,
-4.82440e-01,9.28e-01,
-4.82340e-01,9.20e-01,
-4.82240e-01,9.20e-01,
-4.82140e-01,9.20e-01,
-4.82040e-01,9.20e-01,
-4.81940e-01,9.28e-01,
-4.81840e-01,9.12e-01,
-4.81740e-01,9.12e-01,
-4.81640e-01,9.04e-01,
-4.81540e-01,9.12e-01,
-4.81440e-01,9.12e-01,
-4.81340e-01,9.12e-01,
-4.81240e-01,9.12e-01,
-4.81140e-01,9.12e-01,
-4.81040e-01,9.12e-01,
-4.80940e-01,9.12e-01,
-4.80840e-01,9.12e-01,
-4.80740e-01,9.12e-01,
-4.80640e-01,9.12e-01,
-4.80540e-01,9.12e-01,
-4.80440e-01,9.20e-01,
-4.80340e-01,9.12e-01,
-4.80240e-01,9.20e-01,
-4.80140e-01,9.20e-01,
-4.80040e-01,9.20e-01,
-4.79940e-01,9.20e-01,
-4.79840e-01,9.28e-01,
-4.79740e-01,9.28e-01,
-4.79640e-01,9.28e-01,
-4.79540e-01,9.28e-01,
-4.79440e-01,9.28e-01,
-4.79340e-01,9.28e-01,
-4.79240e-01,9.20e-01,
-4.79140e-01,9.04e-01,
-4.79040e-01,9.20e-01,
-4.78940e-01,9.20e-01,
-4.78840e-01,9.12e-01,
-4.78740e-01,9.20e-01,
-4.78640e-01,9.20e-01,
-4.78540e-01,9.12e-01,
-4.78440e-01,9.12e-01,
-4.78340e-01,9.12e-01,
-4.78240e-01,9.12e-01,
-4.78140e-01,9.04e-01,
-4.78040e-01,9.04e-01,
-4.77940e-01,9.04e-01,
-4.77840e-01,9.04e-01,
-4.77740e-01,9.04e-01,
-4.77640e-01,9.04e-01,
-4.77540e-01,9.04e-01,
-4.77440e-01,9.04e-01,
-4.77340e-01,9.04e-01,
-4.77240e-01,9.04e-01,
-4.77140e-01,9.04e-01,
-4.77040e-01,9.04e-01,
-4.76940e-01,9.04e-01,
-4.76840e-01,9.04e-01,
-4.76740e-01,9.04e-01,
-4.76640e-01,9.12e-01,
-4.76540e-01,9.12e-01,
-4.76440e-01,9.12e-01,
-4.76340e-01,9.12e-01,
-4.76240e-01,9.12e-01,
-4.76140e-01,9.12e-01,
-4.76040e-01,9.12e-01,
-4.75940e-01,9.20e-01,
-4.75840e-01,9.20e-01,
-4.75740e-01,9.12e-01,
-4.75640e-01,9.20e-01,
-4.75540e-01,9.12e-01,
-4.75440e-01,9.12e-01,
-4.75340e-01,9.12e-01,
-4.75240e-01,9.20e-01,
-4.75140e-01,9.12e-01,
-4.75040e-01,9.12e-01,
-4.74940e-01,9.04e-01,
-4.74840e-01,9.12e-01,
-4.74740e-01,9.04e-01,
-4.74640e-01,9.04e-01,
-4.74540e-01,9.04e-01,
-4.74440e-01,9.04e-01,
-4.74340e-01,9.04e-01,
-4.74240e-01,9.04e-01,
-4.74140e-01,9.12e-01,
-4.74040e-01,9.04e-01,
-4.73940e-01,9.04e-01,
-4.73840e-01,9.12e-01,
-4.73740e-01,9.12e-01,
-4.73640e-01,9.12e-01,
-4.73540e-01,9.12e-01,
-4.73440e-01,9.20e-01,
-4.73340e-01,9.12e-01,
-4.73240e-01,9.20e-01,
-4.73140e-01,9.20e-01,
-4.73040e-01,9.20e-01,
-4.72940e-01,9.28e-01,
-4.72840e-01,9.20e-01,
-4.72740e-01,9.28e-01,
-4.72640e-01,9.28e-01,
-4.72540e-01,9.28e-01,
-4.72440e-01,9.28e-01,
-4.72340e-01,9.28e-01,
-4.72240e-01,9.28e-01,
-4.72140e-01,9.20e-01,
-4.72040e-01,9.20e-01,
-4.71940e-01,9.20e-01,
-4.71840e-01,9.12e-01,
-4.71740e-01,9.12e-01,
-4.71640e-01,9.12e-01,
-4.71540e-01,9.20e-01,
-4.71440e-01,9.12e-01,
-4.71340e-01,9.12e-01,
-4.71240e-01,9.20e-01,
-4.71140e-01,9.12e-01,
-4.71040e-01,9.12e-01,
-4.70940e-01,9.12e-01,
-4.70840e-01,9.12e-01,
-4.70740e-01,9.20e-01,
-4.70640e-01,9.20e-01,
-4.70540e-01,9.20e-01,
-4.70440e-01,9.20e-01,
-4.70340e-01,9.20e-01,
-4.70240e-01,9.20e-01,
-4.70140e-01,9.20e-01,
-4.70040e-01,9.20e-01,
-4.69940e-01,9.20e-01,
-4.69840e-01,9.28e-01,
-4.69740e-01,9.20e-01,
-4.69640e-01,9.28e-01,
-4.69540e-01,9.36e-01,
-4.69440e-01,9.28e-01,
-4.69340e-01,9.36e-01,
-4.69240e-01,9.28e-01,
-4.69140e-01,9.28e-01,
-4.69040e-01,9.36e-01,
-4.68940e-01,9.36e-01,
-4.68840e-01,9.28e-01,
-4.68740e-01,9.28e-01,
-4.68640e-01,9.28e-01,
-4.68540e-01,9.28e-01,
-4.68440e-01,9.20e-01,
-4.68340e-01,9.20e-01,
-4.68240e-01,9.20e-01,
-4.68140e-01,9.20e-01,
-4.68040e-01,9.12e-01,
-4.67940e-01,9.20e-01,
-4.67840e-01,9.20e-01,
-4.67740e-01,9.04e-01,
-4.67640e-01,9.12e-01,
-4.67540e-01,9.20e-01,
-4.67440e-01,9.20e-01,
-4.67340e-01,9.20e-01,
-4.67240e-01,9.20e-01,
-4.67140e-01,9.20e-01,
-4.67040e-01,9.20e-01,
-4.66940e-01,9.20e-01,
-4.66840e-01,9.28e-01,
-4.66740e-01,9.20e-01,
-4.66640e-01,9.20e-01,
-4.66540e-01,9.28e-01,
-4.66440e-01,9.28e-01,
-4.66340e-01,9.28e-01,
-4.66240e-01,9.36e-01,
-4.66140e-01,9.28e-01,
-4.66040e-01,9.36e-01,
-4.65940e-01,9.36e-01,
-4.65840e-01,9.36e-01,
-4.65740e-01,9.36e-01,
-4.65640e-01,9.36e-01,
-4.65540e-01,9.36e-01,
-4.65440e-01,9.28e-01,
-4.65340e-01,9.28e-01,
-4.65240e-01,9.28e-01,
-4.65140e-01,9.28e-01,
-4.65040e-01,9.28e-01,
-4.64940e-01,9.20e-01,
-4.64840e-01,9.20e-01,
-4.64740e-01,9.28e-01,
-4.64640e-01,9.20e-01,
-4.64540e-01,9.20e-01,
-4.64440e-01,9.20e-01,
-4.64340e-01,9.20e-01,
-4.64240e-01,9.12e-01,
-4.64140e-01,9.12e-01,
-4.64040e-01,9.12e-01,
-4.63940e-01,8.96e-01,
-4.63840e-01,8.96e-01,
-4.63740e-01,8.88e-01,
-4.63640e-01,8.80e-01,
-4.63540e-01,8.72e-01,
-4.63440e-01,8.48e-01,
-4.63340e-01,8.40e-01,
-4.63240e-01,8.24e-01,
-4.63140e-01,8.08e-01,
-4.63040e-01,7.84e-01,
-4.62940e-01,7.68e-01,
-4.62840e-01,7.44e-01,
-4.62740e-01,7.20e-01,
-4.62640e-01,6.88e-01,
-4.62540e-01,6.64e-01,
-4.62440e-01,6.40e-01,
-4.62340e-01,6.08e-01,
-4.62240e-01,5.76e-01,
-4.62140e-01,5.44e-01,
-4.62040e-01,5.04e-01,
-4.61940e-01,4.72e-01,
-4.61840e-01,4.40e-01,
-4.61740e-01,4.08e-01,
-4.61640e-01,3.76e-01,
-4.61540e-01,3.44e-01,
-4.61440e-01,3.20e-01,
-4.61340e-01,2.96e-01,
-4.61240e-01,2.72e-01,
-4.61140e-01,2.48e-01,
-4.61040e-01,2.32e-01,
-4.60940e-01,2.00e-01,
-4.60840e-01,1.84e-01,
-4.60740e-01,1.68e-01,
-4.60640e-01,1.52e-01,
-4.60540e-01,1.44e-01,
-4.60440e-01,1.28e-01,
-4.60340e-01,1.20e-01,
-4.60240e-01,1.04e-01,
-4.60140e-01,9.60e-02,
-4.60040e-01,8.80e-02,
-4.59940e-01,8.00e-02,
-4.59840e-01,7.20e-02,
-4.59740e-01,7.20e-02,
-4.59640e-01,4.80e-02,
-4.59540e-01,4.00e-02,
-4.59440e-01,4.00e-02,
-4.59340e-01,4.00e-02,
-4.59240e-01,3.20e-02,
-4.59140e-01,3.20e-02,
-4.59040e-01,2.40e-02,
-4.58940e-01,2.40e-02,
-4.58840e-01,1.60e-02,
-4.58740e-01,1.60e-02,
-4.58640e-01,1.60e-02,
-4.58540e-01,1.60e-02,
-4.58440e-01,8.00e-03,
-4.58340e-01,8.00e-03,
-4.58240e-01,8.00e-03,
-4.58140e-01,8.00e-03,
-4.58040e-01,8.00e-03,
-4.57940e-01,0.00e+00,
-4.57840e-01,0.00e+00,
-4.57740e-01,8.00e-03,
-4.57640e-01,0.00e+00,
-4.57540e-01,0.00e+00,
-4.57440e-01,0.00e+00,
-4.57340e-01,0.00e+00,
-4.57240e-01,0.00e+00,
-4.57140e-01,0.00e+00,
-4.57040e-01,0.00e+00,
-4.56940e-01,0.00e+00,
-4.56840e-01,0.00e+00,
-4.56740e-01,8.00e-03,
-4.56640e-01,0.00e+00,
-4.56540e-01,0.00e+00,
-4.56440e-01,0.00e+00,
-4.56340e-01,8.00e-03,
-4.56240e-01,0.00e+00,
-4.56140e-01,0.00e+00,
-4.56040e-01,0.00e+00,
-4.55940e-01,0.00e+00,
-4.55840e-01,0.00e+00,
-4.55740e-01,0.00e+00,
-4.55640e-01,0.00e+00,
-4.55540e-01,0.00e+00,
-4.55440e-01,8.00e-03,
-4.55340e-01,8.00e-03,
-4.55240e-01,0.00e+00,
-4.55140e-01,8.00e-03,
-4.55040e-01,8.00e-03,
-4.54940e-01,0.00e+00,
-4.54840e-01,0.00e+00,
-4.54740e-01,8.00e-03,
-4.54640e-01,0.00e+00,
-4.54540e-01,0.00e+00,
-4.54440e-01,8.00e-03,
-4.54340e-01,8.00e-03,
-4.54240e-01,8.00e-03,
-4.54140e-01,0.00e+00,
-4.54040e-01,8.00e-03,
-4.53940e-01,8.00e-03,
-4.53840e-01,0.00e+00,
-4.53740e-01,0.00e+00,
-4.53640e-01,0.00e+00,
-4.53540e-01,8.00e-03,
-4.53440e-01,8.00e-03,
-4.53340e-01,8.00e-03,
-4.53240e-01,8.00e-03,
-4.53140e-01,0.00e+00,
-4.53040e-01,0.00e+00,
-4.52940e-01,8.00e-03,
-4.52840e-01,8.00e-03,
-4.52740e-01,0.00e+00,
-4.52640e-01,0.00e+00,
-4.52540e-01,8.00e-03,
-4.52440e-01,8.00e-03,
-4.52340e-01,8.00e-03,
-4.52240e-01,0.00e+00,
-4.52140e-01,0.00e+00,
-4.52040e-01,0.00e+00,
-4.51940e-01,0.00e+00,
-4.51840e-01,0.00e+00,
-4.51740e-01,8.00e-03,
-4.51640e-01,8.00e-03,
-4.51540e-01,8.00e-03,
-4.51440e-01,8.00e-03,
-4.51340e-01,8.00e-03,
-4.51240e-01,0.00e+00,
-4.51140e-01,0.00e+00,
-4.51040e-01,0.00e+00,
-4.50940e-01,8.00e-03,
-4.50840e-01,0.00e+00,
-4.50740e-01,0.00e+00,
-4.50640e-01,0.00e+00,
-4.50540e-01,8.00e-03,
-4.50440e-01,0.00e+00,
-4.50340e-01,0.00e+00,
-4.50240e-01,0.00e+00,
-4.50140e-01,0.00e+00,
-4.50040e-01,0.00e+00,
-4.49940e-01,0.00e+00,
-4.49840e-01,0.00e+00,
-4.49740e-01,0.00e+00,
-4.49640e-01,0.00e+00,
-4.49540e-01,0.00e+00,
-4.49440e-01,0.00e+00,
-4.49340e-01,0.00e+00,
-4.49240e-01,0.00e+00,
-4.49140e-01,8.00e-03,
-4.49040e-01,0.00e+00,
-4.48940e-01,8.00e-03,
-4.48840e-01,0.00e+00,
-4.48740e-01,0.00e+00,
-4.48640e-01,0.00e+00,
-4.48540e-01,0.00e+00,
-4.48440e-01,8.00e-03,
-4.48340e-01,8.00e-03,
-4.48240e-01,0.00e+00,
-4.48140e-01,0.00e+00,
-4.48040e-01,0.00e+00,
-4.47940e-01,0.00e+00,
-4.47840e-01,0.00e+00,
-4.47740e-01,0.00e+00,
-4.47640e-01,0.00e+00,
-4.47540e-01,0.00e+00,
-4.47440e-01,0.00e+00,
-4.47340e-01,0.00e+00,
-4.47240e-01,0.00e+00,
-4.47140e-01,0.00e+00,
-4.47040e-01,0.00e+00,
-4.46940e-01,8.00e-03,
-4.46840e-01,8.00e-03,
-4.46740e-01,0.00e+00,
-4.46640e-01,0.00e+00,
-4.46540e-01,0.00e+00,
-4.46440e-01,0.00e+00,
-4.46340e-01,0.00e+00,
-4.46240e-01,0.00e+00,
-4.46140e-01,0.00e+00,
-4.46040e-01,0.00e+00,
-4.45940e-01,8.00e-03,
-4.45840e-01,8.00e-03,
-4.45740e-01,0.00e+00,
-4.45640e-01,0.00e+00,
-4.45540e-01,8.00e-03,
-4.45440e-01,0.00e+00,
-4.45340e-01,0.00e+00,
-4.45240e-01,0.00e+00,
-4.45140e-01,8.00e-03,
-4.45040e-01,8.00e-03,
-4.44940e-01,0.00e+00,
-4.44840e-01,8.00e-03,
-4.44740e-01,0.00e+00,
-4.44640e-01,0.00e+00,
-4.44540e-01,0.00e+00,
-4.44440e-01,0.00e+00,
-4.44340e-01,0.00e+00,
-4.44240e-01,0.00e+00,
-4.44140e-01,0.00e+00,
-4.44040e-01,8.00e-03,
-4.43940e-01,8.00e-03,
-4.43840e-01,8.00e-03,
-4.43740e-01,8.00e-03,
-4.43640e-01,8.00e-03,
-4.43540e-01,8.00e-03,
-4.43440e-01,8.00e-03,
-4.43340e-01,0.00e+00,
-4.43240e-01,8.00e-03,
-4.43140e-01,8.00e-03,
-4.43040e-01,0.00e+00,
-4.42940e-01,0.00e+00,
-4.42840e-01,8.00e-03,
-4.42740e-01,8.00e-03,
-4.42640e-01,8.00e-03,
-4.42540e-01,0.00e+00,
-4.42440e-01,1.60e-02,
-4.42340e-01,8.00e-03,
-4.42240e-01,0.00e+00,
-4.42140e-01,8.00e-03,
-4.42040e-01,8.00e-03,
-4.41940e-01,8.00e-03,
-4.41840e-01,8.00e-03,
-4.41740e-01,8.00e-03,
-4.41640e-01,1.60e-02,
-4.41540e-01,8.00e-03,
-4.41440e-01,8.00e-03,
-4.41340e-01,8.00e-03,
-4.41240e-01,8.00e-03,
-4.41140e-01,8.00e-03,
-4.41040e-01,1.60e-02,
-4.40940e-01,8.00e-03,
-4.40840e-01,8.00e-03,
-4.40740e-01,1.60e-02,
-4.40640e-01,8.00e-03,
-4.40540e-01,1.60e-02,
-4.40440e-01,8.00e-03,
-4.40340e-01,8.00e-03,
