7.960931700000000000e+07,2.100000000000000000e+01
7.960950900000000000e+07,1.500000000000000000e+01
7.960970000000000000e+07,1.200000000000000000e+01
7.960989100000000000e+07,2.000000000000000000e+01
7.961008200000000000e+07,1.400000000000000000e+01
7.961027400000000000e+07,1.200000000000000000e+01
7.961046500000000000e+07,1.040000000000000000e+02
7.961065600000000000e+07,2.000000000000000000e+01
7.961084800000000000e+07,1.100000000000000000e+01
7.961103900000000000e+07,2.200000000000000000e+01
7.961123000000000000e+07,1.300000000000000000e+01
7.961142200000000000e+07,1.000000000000000000e+01
7.961161300000000000e+07,1.300000000000000000e+01
7.961180400000000000e+07,4.400000000000000000e+01
7.961199600000000000e+07,1.260000000000000000e+02
7.961219100000000000e+07,1.800000000000000000e+01
7.961238300000000000e+07,5.600000000000000000e+01
7.961257400000000000e+07,2.000000000000000000e+01
7.961276500000000000e+07,3.700000000000000000e+01
7.961295700000000000e+07,1.900000000000000000e+01
7.961314800000000000e+07,2.200000000000000000e+01
7.961333900000000000e+07,9.200000000000000000e+01
7.961353100000000000e+07,2.000000000000000000e+01
7.961372200000000000e+07,9.800000000000000000e+01
7.961394100000000000e+07,7.900000000000000000e+01
7.961437800000000000e+07,1.700000000000000000e+01
7.961457000000000000e+07,2.000000000000000000e+01
7.961476100000000000e+07,1.670000000000000000e+02
7.961495200000000000e+07,2.000000000000000000e+01
7.961514400000000000e+07,1.740000000000000000e+02
7.961533500000000000e+07,1.398000000000000000e+03
7.961552600000000000e+07,2.336000000000000000e+03
7.961571800000000000e+07,2.426000000000000000e+03
7.961590900000000000e+07,2.427000000000000000e+03
7.961610500000000000e+07,2.437000000000000000e+03
7.961629600000000000e+07,2.508000000000000000e+03
7.961648700000000000e+07,2.424000000000000000e+03
7.961667900000000000e+07,2.471000000000000000e+03
7.961687000000000000e+07,2.466000000000000000e+03
7.961706100000000000e+07,2.458000000000000000e+03
7.961725300000000000e+07,2.466000000000000000e+03
7.961744400000000000e+07,2.541000000000000000e+03
7.961763500000000000e+07,2.434000000000000000e+03
7.961782700000000000e+07,2.446000000000000000e+03
7.961801800000000000e+07,2.469000000000000000e+03
7.961820900000000000e+07,2.499000000000000000e+03
7.961840000000000000e+07,2.439000000000000000e+03
7.961859200000000000e+07,2.462000000000000000e+03
7.961878300000000000e+07,2.456000000000000000e+03
7.961897400000000000e+07,2.484000000000000000e+03
7.961916600000000000e+07,2.494000000000000000e+03
7.961935700000000000e+07,2.494000000000000000e+03
7.961954900000000000e+07,2.457000000000000000e+03
7.961974000000000000e+07,2.489000000000000000e+03
7.961993100000000000e+07,2.473000000000000000e+03
7.962012300000000000e+07,2.459000000000000000e+03
7.962031400000000000e+07,2.483000000000000000e+03
7.962050500000000000e+07,2.448000000000000000e+03
7.962069600000000000e+07,2.458000000000000000e+03
7.962088800000000000e+07,2.493000000000000000e+03
7.962107900000000000e+07,2.444000000000000000e+03
7.962127100000000000e+07,2.514000000000000000e+03
7.962146200000000000e+07,2.470000000000000000e+03
7.962165300000000000e+07,2.458000000000000000e+03
7.962184400000000000e+07,2.451000000000000000e+03
7.962203600000000000e+07,2.461000000000000000e+03
7.962222700000000000e+07,2.438000000000000000e+03
7.962241900000000000e+07,2.471000000000000000e+03
7.962261000000000000e+07,2.468000000000000000e+03
7.962280100000000000e+07,2.475000000000000000e+03
7.962299200000000000e+07,2.526000000000000000e+03
7.962318800000000000e+07,2.446000000000000000e+03
7.962338000000000000e+07,2.457000000000000000e+03
7.962357100000000000e+07,2.421000000000000000e+03
7.962376200000000000e+07,2.490000000000000000e+03
7.962395400000000000e+07,2.423000000000000000e+03
7.962414500000000000e+07,2.469000000000000000e+03
7.962433600000000000e+07,2.435000000000000000e+03
7.962452800000000000e+07,2.288000000000000000e+03
7.962471900000000000e+07,1.559000000000000000e+03
7.962491000000000000e+07,1.420000000000000000e+02
7.962510600000000000e+07,3.200000000000000000e+01
7.962529700000000000e+07,1.700000000000000000e+01
7.962548800000000000e+07,4.200000000000000000e+01
7.962568000000000000e+07,1.400000000000000000e+01
7.962587100000000000e+07,2.000000000000000000e+01
7.962606200000000000e+07,2.700000000000000000e+01
7.962625400000000000e+07,1.800000000000000000e+01
7.962644500000000000e+07,2.700000000000000000e+01
7.962663600000000000e+07,1.500000000000000000e+01
7.962682800000000000e+07,1.600000000000000000e+01
7.962701900000000000e+07,2.100000000000000000e+01
7.962721000000000000e+07,1.600000000000000000e+01
7.962740200000000000e+07,4.000000000000000000e+01
7.962759300000000000e+07,1.600000000000000000e+01
7.962778400000000000e+07,1.190000000000000000e+02
7.962797500000000000e+07,1.800000000000000000e+01
7.962816700000000000e+07,2.400000000000000000e+01
7.962835800000000000e+07,1.700000000000000000e+01
7.962854900000000000e+07,1.150000000000000000e+02
7.962874100000000000e+07,1.400000000000000000e+01
7.962893200000000000e+07,4.000000000000000000e+01
7.962912300000000000e+07,1.700000000000000000e+01
7.962931500000000000e+07,1.200000000000000000e+01
7.962950600000000000e+07,1.200000000000000000e+01
7.962969700000000000e+07,1.700000000000000000e+01
7.962988900000000000e+07,1.300000000000000000e+01
7.963008000000000000e+07,1.100000000000000000e+01
7.963027100000000000e+07,1.400000000000000000e+01
7.963046300000000000e+07,1.400000000000000000e+01
7.963065400000000000e+07,3.700000000000000000e+01
7.963084500000000000e+07,2.900000000000000000e+01
7.963103700000000000e+07,1.200000000000000000e+01
7.963122800000000000e+07,2.400000000000000000e+01
7.963141900000000000e+07,1.400000000000000000e+01
7.963161100000000000e+07,1.100000000000000000e+01
7.963180200000000000e+07,1.400000000000000000e+01
7.963199300000000000e+07,1.500000000000000000e+01
7.963218900000000000e+07,3.500000000000000000e+01
7.963238000000000000e+07,1.900000000000000000e+01
7.963257200000000000e+07,1.250000000000000000e+02
7.963276300000000000e+07,1.700000000000000000e+01
7.963295400000000000e+07,1.220000000000000000e+02
7.963314600000000000e+07,1.500000000000000000e+01
7.963333700000000000e+07,2.100000000000000000e+01
7.963352800000000000e+07,2.500000000000000000e+01
7.963372000000000000e+07,2.600000000000000000e+01
7.963391100000000000e+07,2.700000000000000000e+01
7.963410600000000000e+07,2.100000000000000000e+01
7.963429700000000000e+07,8.900000000000000000e+01
7.963448900000000000e+07,1.700000000000000000e+01
7.963468000000000000e+07,2.000000000000000000e+01
7.963487100000000000e+07,1.690000000000000000e+02
7.963506200000000000e+07,2.100000000000000000e+01
7.963525400000000000e+07,1.270000000000000000e+02
7.963544500000000000e+07,2.000000000000000000e+01
7.963563700000000000e+07,1.200000000000000000e+01
7.963582800000000000e+07,1.700000000000000000e+01
7.963601900000000000e+07,2.700000000000000000e+01
7.963621000000000000e+07,1.900000000000000000e+01
7.963640200000000000e+07,3.300000000000000000e+01
7.963659300000000000e+07,3.240000000000000000e+02
7.963678400000000000e+07,1.520000000000000000e+03
7.963697600000000000e+07,2.431000000000000000e+03
7.963716700000000000e+07,2.454000000000000000e+03
7.963735800000000000e+07,2.536000000000000000e+03
7.963755000000000000e+07,2.485000000000000000e+03
7.963774100000000000e+07,2.484000000000000000e+03
7.963793200000000000e+07,2.479000000000000000e+03
7.963812400000000000e+07,2.561000000000000000e+03
7.963831500000000000e+07,2.450000000000000000e+03
7.963850600000000000e+07,2.483000000000000000e+03
7.963869800000000000e+07,2.475000000000000000e+03
7.963888900000000000e+07,2.508000000000000000e+03
7.963908000000000000e+07,2.529000000000000000e+03
7.963927200000000000e+07,2.503000000000000000e+03
7.963946300000000000e+07,2.490000000000000000e+03
7.963965400000000000e+07,2.518000000000000000e+03
7.963984600000000000e+07,2.498000000000000000e+03
7.964003700000000000e+07,2.489000000000000000e+03
7.964022800000000000e+07,2.505000000000000000e+03
7.964042000000000000e+07,2.481000000000000000e+03
7.964061100000000000e+07,2.477000000000000000e+03
7.964080200000000000e+07,2.503000000000000000e+03
7.964099400000000000e+07,2.484000000000000000e+03
7.964118900000000000e+07,2.475000000000000000e+03
7.964138100000000000e+07,2.491000000000000000e+03
7.964157200000000000e+07,2.520000000000000000e+03
7.964176300000000000e+07,2.485000000000000000e+03
7.964195500000000000e+07,2.493000000000000000e+03
7.964214600000000000e+07,2.476000000000000000e+03
7.964233700000000000e+07,2.486000000000000000e+03
7.964252900000000000e+07,2.494000000000000000e+03
