-3.00000e-01,1.46e+00,
-2.99963e-01,1.46e+00,
-2.99927e-01,1.46e+00,
-2.99890e-01,1.46e+00,
-2.99854e-01,1.46e+00,
-2.99817e-01,1.46e+00,
-2.99780e-01,1.46e+00,
-2.99744e-01,1.46e+00,
-2.99707e-01,1.46e+00,
-2.99670e-01,1.46e+00,
-2.99634e-01,1.46e+00,
-2.99597e-01,1.46e+00,
-2.99561e-01,1.46e+00,
-2.99524e-01,1.46e+00,
-2.99487e-01,1.46e+00,
-2.99451e-01,1.46e+00,
-2.99414e-01,1.46e+00,
-2.99377e-01,1.46e+00,
-2.99341e-01,1.46e+00,
-2.99304e-01,1.46e+00,
-2.99268e-01,1.46e+00,
-2.99231e-01,1.46e+00,
-2.99194e-01,1.46e+00,
-2.99158e-01,1.46e+00,
-2.99121e-01,1.46e+00,
-2.99084e-01,1.46e+00,
-2.99048e-01,1.46e+00,
-2.99011e-01,1.46e+00,
-2.98975e-01,1.46e+00,
-2.98938e-01,1.46e+00,
-2.98901e-01,1.46e+00,
-2.98865e-01,1.46e+00,
-2.98828e-01,1.46e+00,
-2.98792e-01,1.46e+00,
-2.98755e-01,1.46e+00,
-2.98718e-01,1.46e+00,
-2.98682e-01,1.46e+00,
-2.98645e-01,1.46e+00,
-2.98608e-01,1.46e+00,
-2.98572e-01,1.46e+00,
-2.98535e-01,1.46e+00,
-2.98499e-01,1.46e+00,
-2.98462e-01,1.46e+00,
-2.98425e-01,1.46e+00,
-2.98389e-01,1.44e+00,
-2.98352e-01,1.44e+00,
-2.98315e-01,1.46e+00,
-2.98279e-01,1.46e+00,
-2.98242e-01,1.46e+00,
-2.98206e-01,1.46e+00,
-2.98169e-01,1.46e+00,
-2.98132e-01,1.46e+00,
-2.98096e-01,1.46e+00,
-2.98059e-01,1.48e+00,
-2.98022e-01,1.46e+00,
-2.97986e-01,1.46e+00,
-2.97949e-01,1.46e+00,
-2.97913e-01,1.48e+00,
-2.97876e-01,1.46e+00,
-2.97839e-01,1.46e+00,
-2.97803e-01,1.46e+00,
-2.97766e-01,1.48e+00,
-2.97729e-01,1.46e+00,
-2.97693e-01,1.46e+00,
-2.97656e-01,1.46e+00,
-2.97620e-01,1.46e+00,
-2.97583e-01,1.48e+00,
-2.97546e-01,1.46e+00,
-2.97510e-01,1.46e+00,
-2.97473e-01,1.46e+00,
-2.97437e-01,1.46e+00,
-2.97400e-01,1.46e+00,
-2.97363e-01,1.46e+00,
-2.97327e-01,1.46e+00,
-2.97290e-01,1.48e+00,
-2.97253e-01,1.48e+00,
-2.97217e-01,1.46e+00,
-2.97180e-01,1.46e+00,
-2.97144e-01,1.46e+00,
-2.97107e-01,1.46e+00,
-2.97070e-01,1.48e+00,
-2.97034e-01,1.48e+00,
-2.96997e-01,1.46e+00,
-2.96960e-01,1.46e+00,
-2.96924e-01,1.48e+00,
-2.96887e-01,1.48e+00,
-2.96851e-01,1.48e+00,
-2.96814e-01,1.48e+00,
-2.96777e-01,1.48e+00,
-2.96741e-01,1.48e+00,
-2.96704e-01,1.48e+00,
-2.96667e-01,1.48e+00,
-2.96631e-01,1.48e+00,
-2.96594e-01,1.48e+00,
-2.96558e-01,1.48e+00,
-2.96521e-01,1.48e+00,
-2.96484e-01,1.50e+00,
-2.96448e-01,1.48e+00,
-2.96411e-01,1.48e+00,
-2.96375e-01,1.50e+00,
-2.96338e-01,1.48e+00,
-2.96301e-01,1.50e+00,
-2.96265e-01,1.48e+00,
-2.96228e-01,1.50e+00,
-2.96191e-01,1.50e+00,
-2.96155e-01,1.50e+00,
-2.96118e-01,1.50e+00,
-2.96082e-01,1.50e+00,
-2.96045e-01,1.50e+00,
-2.96008e-01,1.50e+00,
-2.95972e-01,1.50e+00,
-2.95935e-01,1.50e+00,
-2.95898e-01,1.50e+00,
-2.95862e-01,1.50e+00,
-2.95825e-01,1.50e+00,
-2.95789e-01,1.50e+00,
-2.95752e-01,1.50e+00,
-2.95715e-01,1.50e+00,
-2.95679e-01,1.52e+00,
-2.95642e-01,1.52e+00,
-2.95605e-01,1.50e+00,
-2.95569e-01,1.50e+00,
-2.95532e-01,1.50e+00,
-2.95496e-01,1.50e+00,
-2.95459e-01,1.52e+00,
-2.95422e-01,1.50e+00,
-2.95386e-01,1.50e+00,
-2.95349e-01,1.50e+00,
-2.95313e-01,1.52e+00,
-2.95276e-01,1.52e+00,
-2.95239e-01,1.50e+00,
-2.95203e-01,1.50e+00,
-2.95166e-01,1.52e+00,
-2.95129e-01,1.50e+00,
-2.95093e-01,1.50e+00,
-2.95056e-01,1.50e+00,
-2.95020e-01,1.50e+00,
-2.94983e-01,1.52e+00,
-2.94946e-01,1.50e+00,
-2.94910e-01,1.50e+00,
-2.94873e-01,1.52e+00,
-2.94836e-01,1.52e+00,
-2.94800e-01,1.50e+00,
-2.94763e-01,1.50e+00,
-2.94727e-01,1.52e+00,
-2.94690e-01,1.52e+00,
-2.94653e-01,1.50e+00,
-2.94617e-01,1.50e+00,
-2.94580e-01,1.52e+00,
-2.94543e-01,1.52e+00,
-2.94507e-01,1.52e+00,
-2.94470e-01,1.52e+00,
-2.94434e-01,1.54e+00,
-2.94397e-01,1.52e+00,
-2.94360e-01,1.52e+00,
-2.94324e-01,1.52e+00,
-2.94287e-01,1.52e+00,
-2.94250e-01,1.52e+00,
-2.94214e-01,1.52e+00,
-2.94177e-01,1.52e+00,
-2.94141e-01,1.52e+00,
-2.94104e-01,1.52e+00,
-2.94067e-01,1.52e+00,
-2.94031e-01,1.56e+00,
-2.93994e-01,1.54e+00,
-2.93958e-01,1.54e+00,
-2.93921e-01,1.56e+00,
-2.93884e-01,1.56e+00,
-2.93848e-01,1.56e+00,
-2.93811e-01,1.56e+00,
-2.93774e-01,1.56e+00,
-2.93738e-01,1.56e+00,
-2.93701e-01,1.56e+00,
-2.93665e-01,1.54e+00,
-2.93628e-01,1.54e+00,
-2.93591e-01,1.56e+00,
-2.93555e-01,1.56e+00,
-2.93518e-01,1.56e+00,
-2.93481e-01,1.56e+00,
-2.93445e-01,1.56e+00,
-2.93408e-01,1.56e+00,
-2.93372e-01,1.56e+00,
-2.93335e-01,1.56e+00,
-2.93298e-01,1.58e+00,
-2.93262e-01,1.58e+00,
-2.93225e-01,1.56e+00,
-2.93188e-01,1.56e+00,
-2.93152e-01,1.58e+00,
-2.93115e-01,1.58e+00,
-2.93079e-01,1.56e+00,
-2.93042e-01,1.56e+00,
-2.93005e-01,1.58e+00,
-2.92969e-01,1.58e+00,
-2.92932e-01,1.56e+00,
