#X,CH1,
#Second,Volt,
-6.00000e+00,-2.76e+01,
-5.99927e+00,-2.76e+01,
-5.99853e+00,-2.70e+01,
-5.99780e+00,-2.70e+01,
-5.99707e+00,-2.76e+01,
-5.99634e+00,-2.76e+01,
-5.99561e+00,-2.70e+01,
-5.99487e+00,-2.70e+01,
-5.99414e+00,-2.76e+01,
-5.99341e+00,-2.76e+01,
-5.99268e+00,-2.70e+01,
-5.99194e+00,-2.70e+01,
-5.99121e+00,-2.76e+01,
-5.99048e+00,-2.76e+01,
-5.98975e+00,-2.70e+01,
-5.98901e+00,-2.70e+01,
-5.98828e+00,-2.76e+01,
-5.98755e+00,-2.76e+01,
-5.98682e+00,-2.70e+01,
-5.98608e+00,-2.70e+01,
-5.98535e+00,-2.76e+01,
-5.98462e+00,-2.76e+01,
-5.98389e+00,-2.70e+01,
-5.98315e+00,-2.70e+01,
-5.98242e+00,-2.76e+01,
-5.98169e+00,-2.76e+01,
-5.98096e+00,-2.70e+01,
-5.98022e+00,-2.70e+01,
-5.97949e+00,-2.76e+01,
-5.97876e+00,-2.76e+01,
-5.97803e+00,-2.70e+01,
-5.97729e+00,-2.70e+01,
-5.97656e+00,-2.76e+01,
-5.97583e+00,-2.76e+01,
-5.97510e+00,-2.70e+01,
-5.97437e+00,-2.70e+01,
-5.97363e+00,-2.76e+01,
-5.97290e+00,-2.76e+01,
-5.97217e+00,-2.70e+01,
-5.97144e+00,-2.70e+01,
-5.97070e+00,-2.76e+01,
-5.96997e+00,-2.76e+01,
-5.96924e+00,-2.70e+01,
-5.96851e+00,-2.70e+01,
-5.96777e+00,-2.78e+01,
-5.96704e+00,-2.74e+01,
-5.96631e+00,-2.82e+01,
-5.96558e+00,-2.54e+01,
-5.96484e+00,-2.80e+01,
-5.96411e+00,-2.80e+01,
-5.96338e+00,-2.74e+01,
-5.96265e+00,-2.70e+01,
-5.96191e+00,-2.54e+01,
-5.96118e+00,-2.64e+01,
