-3.00000e+00,7.00e+00,
-2.99963e+00,7.00e+00,
-2.99927e+00,7.00e+00,
-2.99890e+00,7.00e+00,
-2.99854e+00,7.00e+00,
-2.99817e+00,7.00e+00,
-2.99780e+00,7.00e+00,
-2.99744e+00,7.00e+00,
-2.99707e+00,7.00e+00,
-2.99670e+00,7.00e+00,
-2.99634e+00,7.00e+00,
-2.99597e+00,7.00e+00,
-2.99561e+00,7.00e+00,
-2.99524e+00,7.00e+00,
-2.99487e+00,7.00e+00,
-2.99451e+00,7.00e+00,
-2.99414e+00,7.00e+00,
-2.99377e+00,7.00e+00,
-2.99341e+00,7.00e+00,
-2.99304e+00,7.00e+00,
-2.99268e+00,7.00e+00,
-2.99231e+00,7.00e+00,
-2.99194e+00,7.00e+00,
-2.99158e+00,7.00e+00,
-2.99121e+00,7.00e+00,
-2.99084e+00,7.00e+00,
-2.99048e+00,7.00e+00,
-2.99011e+00,7.00e+00,
-2.98975e+00,7.00e+00,
-2.98938e+00,7.00e+00,
-2.98901e+00,7.00e+00,
-2.98865e+00,7.00e+00,
-2.98828e+00,7.00e+00,
-2.98791e+00,7.00e+00,
-2.98755e+00,7.00e+00,
-2.98718e+00,7.20e+00,
-2.98682e+00,7.20e+00,
-2.98645e+00,7.40e+00,
-2.98608e+00,7.20e+00,
-2.98572e+00,7.40e+00,
-2.98535e+00,7.40e+00,
-2.98499e+00,7.40e+00,
-2.98462e+00,7.60e+00,
-2.98425e+00,7.20e+00,
-2.98389e+00,7.20e+00,
-2.98352e+00,7.60e+00,
-2.98315e+00,7.60e+00,
-2.98279e+00,7.40e+00,
-2.98242e+00,7.60e+00,
-2.98206e+00,7.20e+00,
-2.98169e+00,7.60e+00,
-2.98132e+00,7.40e+00,
-2.98096e+00,7.20e+00,
-2.98059e+00,7.20e+00,
-2.98022e+00,7.00e+00,
-2.97986e+00,7.20e+00,
-2.97949e+00,7.20e+00,
-2.97913e+00,7.20e+00,
-2.97876e+00,7.40e+00,
-2.97839e+00,7.60e+00,
-2.97803e+00,7.60e+00,
-2.97766e+00,8.00e+00,
-2.97729e+00,7.60e+00,
-2.97693e+00,8.00e+00,
-2.97656e+00,8.00e+00,
-2.97620e+00,8.20e+00,
-2.97583e+00,8.20e+00,
-2.97546e+00,8.20e+00,
-2.97510e+00,8.20e+00,
-2.97473e+00,8.20e+00,
-2.97437e+00,8.40e+00,
-2.97400e+00,8.40e+00,
-2.97363e+00,8.20e+00,
-2.97327e+00,8.40e+00,
-2.97290e+00,8.20e+00,
-2.97253e+00,8.20e+00,
-2.97217e+00,8.40e+00,
-2.97180e+00,8.20e+00,
-2.97144e+00,8.40e+00,
-2.97107e+00,8.20e+00,
-2.97070e+00,8.00e+00,
