6.052315600000000000e+07 5.260000000000000000e+02
6.052328000000000000e+07 5.200000000000000000e+02
6.052340600000000000e+07 5.230000000000000000e+02
6.052353000000000000e+07 5.210000000000000000e+02
6.052365600000000000e+07 5.230000000000000000e+02
6.052378000000000000e+07 5.200000000000000000e+02
6.052390600000000000e+07 5.200000000000000000e+02
6.052403000000000000e+07 5.230000000000000000e+02
6.052415600000000000e+07 5.210000000000000000e+02
6.052428000000000000e+07 5.210000000000000000e+02
6.052440600000000000e+07 5.220000000000000000e+02
6.052453000000000000e+07 5.210000000000000000e+02
6.052465600000000000e+07 5.220000000000000000e+02
6.052478000000000000e+07 5.200000000000000000e+02
6.052490600000000000e+07 5.220000000000000000e+02
6.052503000000000000e+07 5.190000000000000000e+02
6.052515600000000000e+07 5.200000000000000000e+02
6.052528000000000000e+07 5.180000000000000000e+02
6.052540600000000000e+07 5.220000000000000000e+02
6.052553000000000000e+07 5.170000000000000000e+02
6.052565600000000000e+07 5.210000000000000000e+02
6.052578000000000000e+07 5.170000000000000000e+02
6.052590600000000000e+07 5.240000000000000000e+02
6.052603000000000000e+07 5.170000000000000000e+02
6.052615600000000000e+07 5.240000000000000000e+02
6.052628000000000000e+07 5.170000000000000000e+02
6.052640600000000000e+07 5.200000000000000000e+02
6.052653100000000000e+07 5.190000000000000000e+02
6.052665700000000000e+07 5.190000000000000000e+02
6.052678100000000000e+07 5.160000000000000000e+02
6.052690700000000000e+07 5.250000000000000000e+02
6.052703100000000000e+07 5.200000000000000000e+02
6.052715700000000000e+07 5.250000000000000000e+02
6.052728100000000000e+07 5.190000000000000000e+02
6.052740700000000000e+07 5.220000000000000000e+02
6.052753100000000000e+07 5.220000000000000000e+02
6.052765700000000000e+07 5.240000000000000000e+02
6.052778100000000000e+07 5.190000000000000000e+02
6.052790700000000000e+07 5.210000000000000000e+02
6.052803100000000000e+07 5.220000000000000000e+02
6.052815700000000000e+07 5.200000000000000000e+02
6.052828100000000000e+07 5.180000000000000000e+02
6.052840700000000000e+07 5.190000000000000000e+02
6.052853100000000000e+07 5.170000000000000000e+02
6.052865700000000000e+07 5.220000000000000000e+02
6.052878100000000000e+07 5.200000000000000000e+02
6.052890700000000000e+07 5.200000000000000000e+02
6.052903100000000000e+07 5.200000000000000000e+02
6.052915700000000000e+07 5.210000000000000000e+02
6.052928100000000000e+07 5.190000000000000000e+02
6.052940700000000000e+07 5.220000000000000000e+02
6.052953100000000000e+07 5.180000000000000000e+02
6.052965700000000000e+07 5.190000000000000000e+02
6.052978100000000000e+07 5.200000000000000000e+02
6.052990700000000000e+07 5.230000000000000000e+02
6.053003100000000000e+07 5.220000000000000000e+02
6.053015700000000000e+07 5.210000000000000000e+02
6.053028100000000000e+07 5.190000000000000000e+02
6.053040700000000000e+07 5.220000000000000000e+02
6.053053200000000000e+07 5.250000000000000000e+02
6.053065800000000000e+07 5.270000000000000000e+02
6.053078200000000000e+07 5.230000000000000000e+02
6.053090800000000000e+07 5.270000000000000000e+02
6.053103200000000000e+07 5.260000000000000000e+02
6.053115800000000000e+07 5.230000000000000000e+02
6.053128200000000000e+07 5.190000000000000000e+02
6.053140800000000000e+07 5.260000000000000000e+02
6.053153200000000000e+07 5.220000000000000000e+02
6.053165800000000000e+07 5.240000000000000000e+02
6.053178200000000000e+07 5.190000000000000000e+02
6.053190800000000000e+07 5.200000000000000000e+02
6.053203200000000000e+07 5.150000000000000000e+02
6.053215800000000000e+07 5.200000000000000000e+02
6.053228200000000000e+07 5.190000000000000000e+02
6.053240800000000000e+07 5.200000000000000000e+02
6.053253200000000000e+07 5.130000000000000000e+02
6.053265800000000000e+07 5.190000000000000000e+02
6.053278200000000000e+07 5.150000000000000000e+02
6.053290800000000000e+07 5.170000000000000000e+02
6.053303200000000000e+07 5.110000000000000000e+02
6.053315800000000000e+07 5.120000000000000000e+02
6.053328200000000000e+07 5.070000000000000000e+02
6.053340800000000000e+07 5.100000000000000000e+02
6.053353200000000000e+07 5.060000000000000000e+02
6.053365800000000000e+07 5.030000000000000000e+02
6.053378200000000000e+07 5.000000000000000000e+02
6.053390800000000000e+07 4.980000000000000000e+02
6.053403200000000000e+07 4.960000000000000000e+02
6.053415800000000000e+07 4.940000000000000000e+02
6.053428200000000000e+07 4.890000000000000000e+02
6.053440800000000000e+07 4.800000000000000000e+02
6.053453300000000000e+07 4.760000000000000000e+02
6.053465900000000000e+07 4.720000000000000000e+02
6.053478300000000000e+07 4.690000000000000000e+02
6.053490900000000000e+07 4.630000000000000000e+02
6.053503300000000000e+07 4.510000000000000000e+02
6.053515900000000000e+07 4.420000000000000000e+02
6.053528300000000000e+07 4.340000000000000000e+02
6.053540900000000000e+07 4.190000000000000000e+02
6.053553300000000000e+07 4.060000000000000000e+02
6.053565900000000000e+07 4.000000000000000000e+02
6.053578300000000000e+07 3.810000000000000000e+02
6.053590900000000000e+07 3.660000000000000000e+02
6.053603300000000000e+07 3.460000000000000000e+02
6.053615900000000000e+07 3.340000000000000000e+02
6.053628300000000000e+07 3.110000000000000000e+02
6.053640900000000000e+07 2.900000000000000000e+02
6.053653300000000000e+07 2.700000000000000000e+02
6.053665900000000000e+07 2.500000000000000000e+02
6.053678300000000000e+07 2.250000000000000000e+02
6.053690900000000000e+07 2.140000000000000000e+02
6.053703300000000000e+07 1.850000000000000000e+02
6.053715900000000000e+07 1.610000000000000000e+02
6.053728300000000000e+07 1.510000000000000000e+02
6.053740900000000000e+07 1.300000000000000000e+02
6.053753300000000000e+07 1.090000000000000000e+02
6.053765900000000000e+07 9.500000000000000000e+01
6.053778300000000000e+07 8.400000000000000000e+01
6.053790900000000000e+07 7.200000000000000000e+01
6.053803300000000000e+07 5.800000000000000000e+01
6.053815900000000000e+07 4.900000000000000000e+01
6.053828300000000000e+07 3.800000000000000000e+01
6.053840900000000000e+07 3.700000000000000000e+01
6.053853400000000000e+07 2.900000000000000000e+01
6.053866000000000000e+07 2.700000000000000000e+01
6.053878400000000000e+07 2.400000000000000000e+01
6.053891000000000000e+07 2.000000000000000000e+01
6.053903400000000000e+07 1.300000000000000000e+01
6.053916000000000000e+07 1.400000000000000000e+01
6.053928400000000000e+07 1.200000000000000000e+01
6.053941000000000000e+07 1.300000000000000000e+01
6.053953400000000000e+07 8.000000000000000000e+00
6.053966000000000000e+07 8.000000000000000000e+00
6.053978400000000000e+07 8.000000000000000000e+00
6.053991000000000000e+07 1.000000000000000000e+01
6.054003400000000000e+07 7.000000000000000000e+00
6.054016000000000000e+07 6.000000000000000000e+00
6.054028400000000000e+07 1.100000000000000000e+01
6.054041000000000000e+07 1.300000000000000000e+01
6.054053400000000000e+07 1.000000000000000000e+01
6.054066000000000000e+07 9.000000000000000000e+00
6.054078400000000000e+07 1.100000000000000000e+01
6.054091000000000000e+07 9.000000000000000000e+00
6.054103400000000000e+07 8.000000000000000000e+00
6.054116000000000000e+07 1.200000000000000000e+01
6.054128400000000000e+07 7.000000000000000000e+00
6.054141000000000000e+07 8.000000000000000000e+00
6.054153400000000000e+07 1.100000000000000000e+01
6.054166000000000000e+07 8.000000000000000000e+00
6.054178400000000000e+07 9.000000000000000000e+00
6.054191000000000000e+07 9.000000000000000000e+00
6.054203400000000000e+07 5.000000000000000000e+00
6.054216000000000000e+07 6.000000000000000000e+00
6.054228500000000000e+07 6.000000000000000000e+00
6.054241100000000000e+07 6.000000000000000000e+00
6.054253500000000000e+07 5.000000000000000000e+00
6.054266100000000000e+07 1.100000000000000000e+01
6.054278500000000000e+07 9.000000000000000000e+00
6.054291100000000000e+07 8.000000000000000000e+00
